tran_sequence_number,transaction_datetime_id
TXN20250330000735,DT_20250330_132520
TXN20250106000736,DT_20250106_155844
TXN20250317000737,DT_20250317_192854
TXN20250225000738,DT_20250225_040116
TXN20250210000739,DT_20250210_144402
TXN20250111000740,DT_20250111_213000
TXN20250222000741,DT_20250222_084130
TXN20250318000742,DT_20250318_090931
TXN20250218000743,DT_20250218_205941
TXN20250226000744,DT_20250226_141321
TXN20250215000745,DT_20250215_133236
TXN20250110000746,DT_20250110_201502
TXN20250101000747,DT_20250101_193009
TXN20250325000748,DT_20250325_062400
TXN20250127000749,DT_20250127_162715
TXN20250308000750,DT_20250308_135400
TXN20250116000751,DT_20250116_181907
TXN20250325000752,DT_20250325_022850
TXN20250330000753,DT_20250330_202600
TXN20250221000754,DT_20250221_195731
TXN20250125000755,DT_20250125_223811
TXN20250301000756,DT_20250301_195336
TXN20250104000757,DT_20250104_175251
TXN20250316000758,DT_20250316_025142
TXN20250331000759,DT_20250331_081329
TXN20250325000760,DT_20250325_201501
TXN20250206000761,DT_20250206_012338
TXN20250124000762,DT_20250124_213539
TXN20250224000763,DT_20250224_204245
TXN20250314000764,DT_20250314_073424
TXN20250205000765,DT_20250205_042347
TXN20250211000766,DT_20250211_210433
TXN20250215000767,DT_20250215_132856
TXN20250130000768,DT_20250130_012623
TXN20250127000769,DT_20250127_161543
TXN20250126000770,DT_20250126_081011
TXN20250224000771,DT_20250224_015248
TXN20250131000772,DT_20250131_151103
TXN20250317000773,DT_20250317_123000
TXN20250116000774,DT_20250116_203147
TXN20250208000775,DT_20250208_131039
TXN20250306000776,DT_20250306_122205
TXN20250306000777,DT_20250306_134327
TXN20250312000778,DT_20250312_044707
TXN20250209000779,DT_20250209_113432
TXN20250106000780,DT_20250106_032044
TXN20250218000781,DT_20250218_030957
TXN20250124000782,DT_20250124_114220
TXN20250128000783,DT_20250128_115738
TXN20250214000784,DT_20250214_173335
TXN20250329000785,DT_20250329_170334
TXN20250116000786,DT_20250116_021551
TXN20250206000787,DT_20250206_072425
TXN20250131000788,DT_20250131_070538
TXN20250119000789,DT_20250119_182935
TXN20250228000790,DT_20250228_003318
TXN20250324000791,DT_20250324_152630
TXN20250225000792,DT_20250225_061637
TXN20250331000793,DT_20250331_102528
TXN20250102000794,DT_20250102_012407
TXN20250327000795,DT_20250327_103509
TXN20250215000796,DT_20250215_025601
TXN20250119000797,DT_20250119_185403
TXN20250104000798,DT_20250104_020820
TXN20250317000799,DT_20250317_022716
TXN20250314000800,DT_20250314_053011
TXN20250330000801,DT_20250330_103703
TXN20250216000802,DT_20250216_070521
TXN20250301000803,DT_20250301_193557
TXN20250302000804,DT_20250302_001356
TXN20250224000805,DT_20250224_064150
TXN20250119000806,DT_20250119_141457
TXN20250305000807,DT_20250305_104225
TXN20250118000808,DT_20250118_055355
TXN20250312000809,DT_20250312_122135
TXN20250211000810,DT_20250211_105722
TXN20250314000811,DT_20250314_221810
TXN20250109000812,DT_20250109_204618
TXN20250208000813,DT_20250208_172745
TXN20250320000814,DT_20250320_130838
TXN20250218000815,DT_20250218_213141
TXN20250102000816,DT_20250102_170528
TXN20250205000817,DT_20250205_001825
TXN20250130000818,DT_20250130_111210
TXN20250115000819,DT_20250115_011707
TXN20250127000820,DT_20250127_114439
TXN20250121000821,DT_20250121_132511
TXN20250223000822,DT_20250223_014111
TXN20250314000823,DT_20250314_165820
TXN20250218000824,DT_20250218_172918
TXN20250210000825,DT_20250210_231620
TXN20250217000826,DT_20250217_140817
TXN20250223000827,DT_20250223_190520
TXN20250309000828,DT_20250309_081106
TXN20250223000829,DT_20250223_013651
TXN20250203000830,DT_20250203_203333
TXN20250221000831,DT_20250221_184458
TXN20250217000832,DT_20250217_103719
TXN20250308000833,DT_20250308_225901
TXN20250330000834,DT_20250330_235204
TXN20250104000835,DT_20250104_200539
TXN20250130000836,DT_20250130_121116
TXN20250111000837,DT_20250111_031605
TXN20250315000838,DT_20250315_211456
TXN20250117000839,DT_20250117_080935
TXN20250112000840,DT_20250112_132219
TXN20250114000841,DT_20250114_070758
TXN20250324000842,DT_20250324_212459
TXN20250203000843,DT_20250203_014411
TXN20250128000844,DT_20250128_043308
TXN20250217000845,DT_20250217_075516
TXN20250216000846,DT_20250216_211747
TXN20250316000847,DT_20250316_165856
TXN20250123000848,DT_20250123_151151
TXN20250226000849,DT_20250226_003449
TXN20250307000850,DT_20250307_013541
TXN20250208000851,DT_20250208_085115
TXN20250106000852,DT_20250106_174428
TXN20250323000853,DT_20250323_100041
TXN20250124000854,DT_20250124_153045
TXN20250221000855,DT_20250221_232330
TXN20250221000856,DT_20250221_192213
TXN20250215000857,DT_20250215_184910
TXN20250219000858,DT_20250219_015442
TXN20250228000859,DT_20250228_082338
TXN20250303000860,DT_20250303_005419
TXN20250213000861,DT_20250213_112759
TXN20250320000862,DT_20250320_063715
TXN20250308000863,DT_20250308_221043
TXN20250315000864,DT_20250315_003016
TXN20250122000865,DT_20250122_184833
TXN20250130000866,DT_20250130_022106
TXN20250324000867,DT_20250324_062007
TXN20250112000868,DT_20250112_111708
TXN20250317000869,DT_20250317_165721
TXN20250327000870,DT_20250327_160345
TXN20250202000871,DT_20250202_062907
TXN20250316000872,DT_20250316_133245
TXN20250325000873,DT_20250325_151020
TXN20250309000874,DT_20250309_014541
TXN20250201000875,DT_20250201_210319
TXN20250121000876,DT_20250121_142132
TXN20250221000877,DT_20250221_045208
TXN20250211000878,DT_20250211_225522
TXN20250328000879,DT_20250328_190411
TXN20250222000880,DT_20250222_213815
TXN20250221000881,DT_20250221_105841
TXN20250131000882,DT_20250131_072824
TXN20250203000883,DT_20250203_225457
TXN20250126000884,DT_20250126_212551
TXN20250204000885,DT_20250204_173337
TXN20250106000886,DT_20250106_233044
TXN20250321000887,DT_20250321_211304
TXN20250305000888,DT_20250305_004205
TXN20250203000889,DT_20250203_003953
TXN20250111000890,DT_20250111_105526
TXN20250115000891,DT_20250115_190301
TXN20250320000892,DT_20250320_170033
TXN20250118000893,DT_20250118_181743
TXN20250323000894,DT_20250323_164217
TXN20250313000895,DT_20250313_070935
TXN20250304000896,DT_20250304_141035
TXN20250120000897,DT_20250120_032615
TXN20250129000898,DT_20250129_120115
TXN20250128000899,DT_20250128_145215
TXN20250204000900,DT_20250204_053400
TXN20250326000901,DT_20250326_075249
TXN20250123000902,DT_20250123_091534
TXN20250322000903,DT_20250322_062927
TXN20250217000904,DT_20250217_062755
TXN20250325000905,DT_20250325_032850
TXN20250102000906,DT_20250102_194817
TXN20250106000907,DT_20250106_002204
TXN20250224000908,DT_20250224_163158
TXN20250116000909,DT_20250116_182017
TXN20250227000910,DT_20250227_135320
TXN20250326000911,DT_20250326_094114
TXN20250128000912,DT_20250128_175601
TXN20250104000913,DT_20250104_212607
TXN20250109000914,DT_20250109_110508
TXN20250107000915,DT_20250107_140746
TXN20250324000916,DT_20250324_161140
TXN20250121000917,DT_20250121_070843
TXN20250110000918,DT_20250110_113053
TXN20250206000919,DT_20250206_091051
TXN20250323000920,DT_20250323_073743
TXN20250202000921,DT_20250202_231710
TXN20250202000922,DT_20250202_050943
TXN20250104000923,DT_20250104_201612
TXN20250120000924,DT_20250120_173128
TXN20250318000925,DT_20250318_220119
TXN20250116000926,DT_20250116_200230
TXN20250320000927,DT_20250320_175321
TXN20250122000928,DT_20250122_024300
TXN20250121000929,DT_20250121_000430
TXN20250305000930,DT_20250305_124050
TXN20250131000931,DT_20250131_163725
TXN20250101000932,DT_20250101_015904
TXN20250330000933,DT_20250330_035559
TXN20250128000934,DT_20250128_130926
TXN20250314000935,DT_20250314_120145
TXN20250328000936,DT_20250328_074405
TXN20250203000937,DT_20250203_165602
TXN20250114000938,DT_20250114_151537
TXN20250330000939,DT_20250330_173257
TXN20250318000940,DT_20250318_003626
TXN20250107000941,DT_20250107_030204
TXN20250322000942,DT_20250322_015753
TXN20250225000943,DT_20250225_180436
TXN20250315000944,DT_20250315_072717
TXN20250129000945,DT_20250129_104017
TXN20250103000946,DT_20250103_090044
TXN20250123000947,DT_20250123_163917
TXN20250120000948,DT_20250120_142123
TXN20250326000949,DT_20250326_095949
TXN20250128000950,DT_20250128_084600
TXN20250125000951,DT_20250125_233514
TXN20250327000952,DT_20250327_180252
TXN20250302000953,DT_20250302_072454
TXN20250313000954,DT_20250313_081041
TXN20250320000955,DT_20250320_180702
TXN20250125000956,DT_20250125_202458
TXN20250107000957,DT_20250107_042256
TXN20250301000958,DT_20250301_223024
TXN20250319000959,DT_20250319_212817
TXN20250114000960,DT_20250114_214545
TXN20250324000961,DT_20250324_062750
TXN20250108000962,DT_20250108_155856
TXN20250307000963,DT_20250307_072552
TXN20250120000964,DT_20250120_050446
TXN20250125000965,DT_20250125_120005
TXN20250113000966,DT_20250113_001428
TXN20250107000967,DT_20250107_102424
TXN20250119000968,DT_20250119_202620
TXN20250112000969,DT_20250112_194802
TXN20250206000970,DT_20250206_195103
TXN20250131000971,DT_20250131_135307
TXN20250120000972,DT_20250120_053045
TXN20250302000973,DT_20250302_105708
TXN20250312000974,DT_20250312_233852
TXN20250303000975,DT_20250303_074614
TXN20250328000976,DT_20250328_180802
TXN20250322000977,DT_20250322_021934
TXN20250316000978,DT_20250316_224816
TXN20250111000979,DT_20250111_075458
TXN20250309000980,DT_20250309_234546
TXN20250317000981,DT_20250317_105108
TXN20250323000982,DT_20250323_003456
TXN20250210000983,DT_20250210_095754
TXN20250122000984,DT_20250122_202731
TXN20250207000985,DT_20250207_074411
TXN20250309000986,DT_20250309_061515
TXN20250225000987,DT_20250225_214305
TXN20250307000988,DT_20250307_031215
TXN20250324000989,DT_20250324_192727
TXN20250216000990,DT_20250216_134010
TXN20250116000991,DT_20250116_221909
TXN20250318000992,DT_20250318_182113
TXN20250205000993,DT_20250205_033249
TXN20250302000994,DT_20250302_070816
TXN20250306000995,DT_20250306_130058
TXN20250216000996,DT_20250216_195557
TXN20250308000997,DT_20250308_012217
TXN20250207000998,DT_20250207_220351
TXN20250208000999,DT_20250208_155225
TXN20250303001000,DT_20250303_182254
TXN20250103001001,DT_20250103_050550
TXN20250201001002,DT_20250201_014109
TXN20250329001003,DT_20250329_095401
TXN20250310001004,DT_20250310_215337
TXN20250216001005,DT_20250216_143511
TXN20250304001006,DT_20250304_152341
TXN20250110001007,DT_20250110_224553
TXN20250321001008,DT_20250321_135603
TXN20250311001009,DT_20250311_144511
TXN20250101001010,DT_20250101_085031
TXN20250103001011,DT_20250103_081826
TXN20250329001012,DT_20250329_210359
TXN20250109001013,DT_20250109_093645
TXN20250223001014,DT_20250223_124804
TXN20250223001015,DT_20250223_093005
TXN20250123001016,DT_20250123_221513
TXN20250330001017,DT_20250330_085235
TXN20250311001018,DT_20250311_043432
TXN20250220001019,DT_20250220_165335
TXN20250225001020,DT_20250225_061738
TXN20250116001021,DT_20250116_175513
TXN20250121001022,DT_20250121_135832
TXN20250321001023,DT_20250321_150503
TXN20250322001024,DT_20250322_150738
TXN20250111001025,DT_20250111_101943
TXN20250220001026,DT_20250220_114416
TXN20250209001027,DT_20250209_021636
TXN20250207001028,DT_20250207_113309
TXN20250205001029,DT_20250205_102604
TXN20250311001030,DT_20250311_162135
TXN20250327001031,DT_20250327_170123
TXN20250120001032,DT_20250120_022003
TXN20250329001033,DT_20250329_184323
TXN20250115001034,DT_20250115_030720
TXN20250103001035,DT_20250103_221249
TXN20250131001036,DT_20250131_155954
TXN20250124001037,DT_20250124_164441
TXN20250125001038,DT_20250125_112937
TXN20250101001039,DT_20250101_080644
TXN20250127001040,DT_20250127_075359
TXN20250129001041,DT_20250129_044535
TXN20250327001042,DT_20250327_113015
TXN20250205001043,DT_20250205_183026
TXN20250218001044,DT_20250218_042409
TXN20250323001045,DT_20250323_061507
TXN20250326001046,DT_20250326_161327
TXN20250120001047,DT_20250120_045749
TXN20250110001048,DT_20250110_085020
TXN20250103001049,DT_20250103_185357
TXN20250319001050,DT_20250319_235433
TXN20250328001051,DT_20250328_082005
TXN20250118001052,DT_20250118_080050
TXN20250106001053,DT_20250106_111147
TXN20250123001054,DT_20250123_212522
TXN20250212001055,DT_20250212_145925
TXN20250201001056,DT_20250201_224531
TXN20250331001057,DT_20250331_091104
TXN20250331001058,DT_20250331_091754
TXN20250214001059,DT_20250214_150127
TXN20250104001060,DT_20250104_062333
TXN20250124001061,DT_20250124_205951
TXN20250208001062,DT_20250208_145718
TXN20250327001063,DT_20250327_124717
TXN20250314001064,DT_20250314_052705
TXN20250109001065,DT_20250109_115844
TXN20250120001066,DT_20250120_115833
TXN20250102001067,DT_20250102_151332
TXN20250121001068,DT_20250121_081737
TXN20250118001069,DT_20250118_022702
TXN20250209001070,DT_20250209_174914
TXN20250222001071,DT_20250222_175648
TXN20250219001072,DT_20250219_200938
TXN20250301001073,DT_20250301_051553
TXN20250111001074,DT_20250111_052735
TXN20250320001075,DT_20250320_031608
TXN20250107001076,DT_20250107_211116
TXN20250106001077,DT_20250106_035152
TXN20250325001078,DT_20250325_224348
TXN20250103001079,DT_20250103_083902
TXN20250130001080,DT_20250130_122603
TXN20250126001081,DT_20250126_221119
TXN20250211001082,DT_20250211_132318
TXN20250107001083,DT_20250107_165407
TXN20250103001084,DT_20250103_230021
TXN20250103001085,DT_20250103_080309
TXN20250316001086,DT_20250316_151619
TXN20250129001087,DT_20250129_192411
TXN20250112001088,DT_20250112_162532
TXN20250215001089,DT_20250215_123044
TXN20250219001090,DT_20250219_201516
TXN20250109001091,DT_20250109_153351
TXN20250114001092,DT_20250114_134836
TXN20250302001093,DT_20250302_000428
TXN20250109001094,DT_20250109_104953
TXN20250219001095,DT_20250219_044942
TXN20250330001096,DT_20250330_111831
TXN20250214001097,DT_20250214_145249
TXN20250214001098,DT_20250214_143720
TXN20250205001099,DT_20250205_154321
TXN20250101001100,DT_20250101_140047
TXN20250125001101,DT_20250125_011003
TXN20250104001102,DT_20250104_160623
TXN20250316001103,DT_20250316_032058
TXN20250125001104,DT_20250125_005350
TXN20250203001105,DT_20250203_225322
TXN20250307001106,DT_20250307_195341
TXN20250206001107,DT_20250206_002100
TXN20250110001108,DT_20250110_095819
TXN20250113001109,DT_20250113_191325
TXN20250118001110,DT_20250118_070244
TXN20250115001111,DT_20250115_105825
TXN20250122001112,DT_20250122_063833
TXN20250116001113,DT_20250116_005602
TXN20250115001114,DT_20250115_212614
TXN20250205001115,DT_20250205_084549
TXN20250209001116,DT_20250209_160831
TXN20250211001117,DT_20250211_085156
TXN20250206001118,DT_20250206_114826
TXN20250201001119,DT_20250201_072706
TXN20250211001120,DT_20250211_035050
TXN20250206001121,DT_20250206_234247
TXN20250207001122,DT_20250207_075630
TXN20250106001123,DT_20250106_235255
TXN20250130001124,DT_20250130_005756
TXN20250330001125,DT_20250330_124437
TXN20250204001126,DT_20250204_010642
TXN20250111001127,DT_20250111_094715
TXN20250204001128,DT_20250204_005921
TXN20250306001129,DT_20250306_235451
TXN20250128001130,DT_20250128_214522
TXN20250209001131,DT_20250209_135457
TXN20250102001132,DT_20250102_120216
TXN20250101001133,DT_20250101_004753
TXN20250301001134,DT_20250301_201033
TXN20250101001135,DT_20250101_061947
TXN20250311001136,DT_20250311_073555
TXN20250213001137,DT_20250213_201434
TXN20250324001138,DT_20250324_235649
TXN20250228001139,DT_20250228_024926
TXN20250323001140,DT_20250323_072335
TXN20250210001141,DT_20250210_233021
TXN20250126001142,DT_20250126_190006
TXN20250329001143,DT_20250329_193843
TXN20250307001144,DT_20250307_150742
TXN20250118001145,DT_20250118_214151
TXN20250206001146,DT_20250206_224005
TXN20250120001147,DT_20250120_132925
TXN20250109001148,DT_20250109_145941
TXN20250304001149,DT_20250304_030841
TXN20250129001150,DT_20250129_085212
TXN20250116001151,DT_20250116_065846
TXN20250214001152,DT_20250214_144635
TXN20250114001153,DT_20250114_004023
TXN20250211001154,DT_20250211_225124
TXN20250128001155,DT_20250128_081507
TXN20250302001156,DT_20250302_234157
TXN20250210001157,DT_20250210_214132
TXN20250312001158,DT_20250312_132845
TXN20250102001159,DT_20250102_113137
TXN20250319001160,DT_20250319_195253
TXN20250120001161,DT_20250120_002650
TXN20250306001162,DT_20250306_123916
TXN20250314001163,DT_20250314_073329
TXN20250120001164,DT_20250120_064051
TXN20250325001165,DT_20250325_142254
TXN20250323001166,DT_20250323_131242
TXN20250222001167,DT_20250222_073825
TXN20250304001168,DT_20250304_091244
TXN20250120001169,DT_20250120_093507
TXN20250125001170,DT_20250125_002921
TXN20250217001171,DT_20250217_010906
TXN20250219001172,DT_20250219_083754
TXN20250314001173,DT_20250314_054002
TXN20250217001174,DT_20250217_005021
TXN20250317001175,DT_20250317_153015
TXN20250304001176,DT_20250304_215347
TXN20250318001177,DT_20250318_072638
TXN20250206001178,DT_20250206_211128
TXN20250102001179,DT_20250102_223404
TXN20250327001180,DT_20250327_064637
TXN20250110001181,DT_20250110_121158
TXN20250221001182,DT_20250221_234415
TXN20250226001183,DT_20250226_113854
