userid,tran_sequence_number
U000638,TXN20250326004304
U000473,TXN20250311004305
U000195,TXN20250222004306
U000520,TXN20250325004307
U000022,TXN20250104004308
U000345,TXN20250129004309
U000500,TXN20250116004310
U000211,TXN20250201004311
U000249,TXN20250317004312
U000711,TXN20250319004313
U000520,TXN20250111004314
U000520,TXN20250225004315
U000531,TXN20250213004316
U000388,TXN20250209004317
U000632,TXN20250103004318
U000669,TXN20250223004319
U000811,TXN20250307004320
U000303,TXN20250314004321
U000029,TXN20250112004322
U000459,TXN20250304004323
U000449,TXN20250316004324
U000756,TXN20250327004325
U000248,TXN20250227004326
U000787,TXN20250214004327
U000381,TXN20250103004328
U000674,TXN20250125004329
U000606,TXN20250224004330
U000579,TXN20250216004331
U000603,TXN20250311004332
U000782,TXN20250128004333
U000357,TXN20250202004334
U000161,TXN20250311004335
U000587,TXN20250213004336
U000136,TXN20250328004337
U000768,TXN20250112004338
U000787,TXN20250307004339
U000286,TXN20250318004340
U000750,TXN20250326004341
U000763,TXN20250309004342
U000704,TXN20250302004343
U000453,TXN20250228004344
U000429,TXN20250122004345
U000394,TXN20250113004346
U000754,TXN20250111004347
U000158,TXN20250214004348
U000571,TXN20250305004349
U000626,TXN20250210004350
U000799,TXN20250203004351
U000448,TXN20250226004352
U000449,TXN20250223004353
U000509,TXN20250307004354
U000425,TXN20250217004355
U000258,TXN20250306004356
U000750,TXN20250312004357
U000559,TXN20250228004358
U000466,TXN20250220004359
U000160,TXN20250312004360
U000496,TXN20250303004361
U000410,TXN20250224004362
U000073,TXN20250111004363
U000039,TXN20250316004364
U000547,TXN20250213004365
U000447,TXN20250110004366
U000270,TXN20250327004367
U000251,TXN20250227004368
U000179,TXN20250125004369
U000638,TXN20250127004370
U000100,TXN20250322004371
U000779,TXN20250226004372
U000447,TXN20250226004373
U000654,TXN20250304004374
U000543,TXN20250312004375
U000501,TXN20250224004376
U000713,TXN20250119004377
U000788,TXN20250328004378
U000579,TXN20250329004379
U000472,TXN20250201004380
U000308,TXN20250326004381
U000704,TXN20250124004382
U000055,TXN20250225004383
U000209,TXN20250308004384
U000238,TXN20250123004385
U000157,TXN20250215004386
U000343,TXN20250302004387
U000502,TXN20250213004388
U000839,TXN20250215004389
U000701,TXN20250326004390
U000297,TXN20250301004391
U000575,TXN20250301004392
U000690,TXN20250122004393
U000070,TXN20250228004394
U000690,TXN20250310004395
U000194,TXN20250221004396
U000125,TXN20250115004397
U000318,TXN20250329004398
U000050,TXN20250121004399
U000237,TXN20250313004400
U000621,TXN20250330004401
U000601,TXN20250216004402
U000176,TXN20250329004403
U000228,TXN20250118004404
U000090,TXN20250108004405
U000178,TXN20250221004406
U000259,TXN20250329004407
U000599,TXN20250113004408
U000514,TXN20250226004409
U000176,TXN20250207004410
U000419,TXN20250308004411
U000770,TXN20250206004412
U000643,TXN20250304004413
U000687,TXN20250311004414
U000245,TXN20250323004415
U000300,TXN20250325004416
U000141,TXN20250122004417
U000513,TXN20250319004418
U000293,TXN20250315004419
U000833,TXN20250309004420
U000152,TXN20250220004421
U000749,TXN20250223004422
U000108,TXN20250317004423
U000813,TXN20250129004424
U000563,TXN20250330004425
U000803,TXN20250317004426
U000070,TXN20250326004427
U000169,TXN20250107004428
U000008,TXN20250128004429
U000652,TXN20250212004430
U000808,TXN20250208004431
U000152,TXN20250125004432
U000054,TXN20250320004433
U000456,TXN20250224004434
U000100,TXN20250223004435
U000415,TXN20250112004436
U000174,TXN20250202004437
U000319,TXN20250103004438
U000226,TXN20250211004439
U000046,TXN20250311004440
U000238,TXN20250219004441
U000508,TXN20250209004442
U000459,TXN20250103004443
U000144,TXN20250111004444
U000021,TXN20250318004445
U000617,TXN20250211004446
U000373,TXN20250119004447
U000350,TXN20250211004448
U000678,TXN20250102004449
U000846,TXN20250327004450
U000115,TXN20250104004451
U000145,TXN20250130004452
U000272,TXN20250111004453
U000796,TXN20250331004454
U000839,TXN20250130004455
U000724,TXN20250113004456
U000500,TXN20250131004457
U000332,TXN20250223004458
U000022,TXN20250320004459
U000508,TXN20250227004460
U000822,TXN20250107004461
U000637,TXN20250206004462
U000628,TXN20250130004463
U000054,TXN20250209004464
U000229,TXN20250215004465
U000512,TXN20250218004466
U000152,TXN20250223004467
U000718,TXN20250228004468
U000844,TXN20250310004469
U000638,TXN20250201004470
U000008,TXN20250119004471
U000142,TXN20250124004472
U000395,TXN20250211004473
U000107,TXN20250113004474
U000050,TXN20250213004475
U000126,TXN20250203004476
U000776,TXN20250128004477
U000433,TXN20250120004478
U000493,TXN20250321004479
U000745,TXN20250314004480
U000406,TXN20250126004481
U000115,TXN20250223004482
U000357,TXN20250309004483
U000453,TXN20250318004484
U000023,TXN20250304004485
U000656,TXN20250221004486
U000450,TXN20250109004487
U000189,TXN20250107004488
U000753,TXN20250326004489
U000578,TXN20250129004490
U000796,TXN20250202004491
U000481,TXN20250302004492
U000495,TXN20250112004493
U000106,TXN20250308004494
U000682,TXN20250104004495
U000769,TXN20250310004496
U000614,TXN20250108004497
U000401,TXN20250315004498
U000332,TXN20250203004499
U000289,TXN20250227004500
U000097,TXN20250227004501
U000311,TXN20250217004502
U000172,TXN20250124004503
U000509,TXN20250221004504
U000124,TXN20250214004505
U000123,TXN20250123004506
U000711,TXN20250215004507
U000068,TXN20250207004508
U000318,TXN20250309004509
U000413,TXN20250316004510
U000275,TXN20250321004511
U000370,TXN20250330004512
U000740,TXN20250318004513
U000180,TXN20250211004514
U000512,TXN20250328004515
U000289,TXN20250301004516
U000009,TXN20250206004517
U000474,TXN20250308004518
U000656,TXN20250312004519
U000650,TXN20250110004520
U000484,TXN20250106004521
U000428,TXN20250125004522
U000415,TXN20250110004523
U000764,TXN20250316004524
U000089,TXN20250329004525
U000397,TXN20250321004526
U000115,TXN20250314004527
U000804,TXN20250113004528
U000361,TXN20250131004529
U000542,TXN20250127004530
U000429,TXN20250101004531
U000090,TXN20250211004532
U000484,TXN20250205004533
U000388,TXN20250322004534
U000397,TXN20250228004535
U000554,TXN20250119004536
U000462,TXN20250227004537
U000274,TXN20250310004538
U000493,TXN20250304004539
U000232,TXN20250319004540
U000574,TXN20250317004541
U000493,TXN20250219004542
U000322,TXN20250313004543
U000009,TXN20250128004544
U000343,TXN20250110004545
U000691,TXN20250218004546
U000028,TXN20250206004547
U000770,TXN20250309004548
U000590,TXN20250313004549
U000360,TXN20250109004550
U000199,TXN20250121004551
U000047,TXN20250320004552
U000283,TXN20250303004553
U000385,TXN20250111004554
U000448,TXN20250314004555
U000760,TXN20250326004556
U000427,TXN20250122004557
U000147,TXN20250227004558
U000177,TXN20250118004559
U000510,TXN20250301004560
U000753,TXN20250325004561
U000812,TXN20250111004562
U000499,TXN20250326004563
U000656,TXN20250321004564
U000509,TXN20250221004565
U000765,TXN20250323004566
U000371,TXN20250221004567
U000482,TXN20250120004568
U000717,TXN20250307004569
U000831,TXN20250208004570
U000810,TXN20250329004571
U000047,TXN20250225004572
U000384,TXN20250213004573
U000837,TXN20250124004574
U000367,TXN20250112004575
U000375,TXN20250102004576
U000027,TXN20250320004577
U000006,TXN20250225004578
U000392,TXN20250208004579
U000787,TXN20250108004580
U000032,TXN20250213004581
U000763,TXN20250315004582
U000045,TXN20250217004583
U000574,TXN20250111004584
U000572,TXN20250114004585
U000682,TXN20250226004586
U000640,TXN20250303004587
U000115,TXN20250317004588
U000767,TXN20250316004589
U000465,TXN20250313004590
U000767,TXN20250216004591
U000071,TXN20250318004592
U000062,TXN20250327004593
U000444,TXN20250120004594
U000475,TXN20250307004595
U000807,TXN20250105004596
U000843,TXN20250318004597
U000671,TXN20250221004598
U000050,TXN20250204004599
U000034,TXN20250119004600
U000469,TXN20250127004601
U000370,TXN20250206004602
U000245,TXN20250322004603
U000753,TXN20250107004604
U000028,TXN20250202004605
U000192,TXN20250212004606
U000172,TXN20250222004607
U000446,TXN20250125004608
U000381,TXN20250108004609
U000015,TXN20250205004610
U000707,TXN20250320004611
U000051,TXN20250107004612
U000204,TXN20250205004613
U000232,TXN20250217004614
U000308,TXN20250226004615
U000071,TXN20250302004616
U000589,TXN20250213004617
U000322,TXN20250102004618
U000125,TXN20250113004619
U000376,TXN20250331004620
U000660,TXN20250103004621
U000194,TXN20250118004622
U000498,TXN20250222004623
U000026,TXN20250125004624
U000616,TXN20250223004625
U000794,TXN20250302004626
U000077,TXN20250303004627
U000696,TXN20250127004628
U000119,TXN20250119004629
U000218,TXN20250219004630
U000261,TXN20250122004631
U000566,TXN20250303004632
U000506,TXN20250217004633
U000140,TXN20250120004634
U000300,TXN20250104004635
U000411,TXN20250120004636
U000399,TXN20250110004637
U000139,TXN20250320004638
U000051,TXN20250305004639
U000683,TXN20250303004640
U000497,TXN20250308004641
U000167,TXN20250126004642
U000683,TXN20250207004643
U000733,TXN20250226004644
U000804,TXN20250226004645
U000452,TXN20250113004646
U000121,TXN20250319004647
U000201,TXN20250205004648
U000433,TXN20250127004649
U000176,TXN20250108004650
U000351,TXN20250125004651
U000473,TXN20250322004652
U000172,TXN20250303004653
U000753,TXN20250312004654
U000178,TXN20250104004655
U000321,TXN20250224004656
U000746,TXN20250115004657
U000393,TXN20250322004658
U000316,TXN20250219004659
U000728,TXN20250116004660
U000618,TXN20250113004661
U000303,TXN20250101004662
U000164,TXN20250224004663
U000639,TXN20250305004664
U000368,TXN20250317004665
U000812,TXN20250204004666
U000435,TXN20250117004667
U000685,TXN20250129004668
U000407,TXN20250108004669
U000362,TXN20250318004670
U000253,TXN20250311004671
U000101,TXN20250129004672
U000471,TXN20250306004673
U000311,TXN20250316004674
U000302,TXN20250112004675
U000533,TXN20250224004676
U000601,TXN20250206004677
U000208,TXN20250319004678
U000215,TXN20250208004679
U000491,TXN20250120004680
U000589,TXN20250127004681
U000433,TXN20250308004682
U000135,TXN20250220004683
U000154,TXN20250116004684
U000661,TXN20250107004685
U000795,TXN20250125004686
U000834,TXN20250117004687
U000261,TXN20250309004688
U000050,TXN20250207004689
U000128,TXN20250315004690
U000494,TXN20250119004691
U000588,TXN20250322004692
U000817,TXN20250329004693
U000630,TXN20250115004694
U000120,TXN20250124004695
U000198,TXN20250228004696
U000498,TXN20250318004697
U000566,TXN20250323004698
U000378,TXN20250318004699
U000440,TXN20250205004700
U000716,TXN20250218004701
U000730,TXN20250213004702
U000849,TXN20250322004703
U000748,TXN20250110004704
U000071,TXN20250119004705
U000806,TXN20250203004706
U000424,TXN20250309004707
U000270,TXN20250204004708
U000266,TXN20250228004709
U000320,TXN20250202004710
U000362,TXN20250324004711
U000700,TXN20250125004712
U000086,TXN20250107004713
U000771,TXN20250315004714
U000202,TXN20250323004715
U000572,TXN20250213004716
U000724,TXN20250323004717
U000716,TXN20250219004718
U000275,TXN20250203004719
U000592,TXN20250219004720
U000273,TXN20250107004721
U000450,TXN20250223004722
U000394,TXN20250206004723
U000634,TXN20250109004724
U000123,TXN20250219004725
U000604,TXN20250131004726
U000124,TXN20250310004727
U000650,TXN20250109004728
U000581,TXN20250105004729
U000596,TXN20250220004730
U000637,TXN20250315004731
U000528,TXN20250116004732
U000140,TXN20250325004733
U000842,TXN20250305004734
U000774,TXN20250316004735
U000354,TXN20250119004736
U000258,TXN20250109004737
U000592,TXN20250326004738
U000815,TXN20250108004739
U000766,TXN20250129004740
U000834,TXN20250315004741
U000538,TXN20250305004742
U000309,TXN20250309004743
U000023,TXN20250320004744
U000474,TXN20250222004745
U000451,TXN20250206004746
U000704,TXN20250109004747
U000777,TXN20250131004748
U000475,TXN20250202004749
U000278,TXN20250306004750
U000129,TXN20250303004751
U000411,TXN20250102004752
U000784,TXN20250122004753
U000032,TXN20250131004754
U000274,TXN20250124004755
U000682,TXN20250107004756
U000146,TXN20250325004757
U000369,TXN20250328004758
U000296,TXN20250205004759
U000453,TXN20250224004760
U000723,TXN20250306004761
U000076,TXN20250330004762
U000514,TXN20250303004763
U000579,TXN20250306004764
U000709,TXN20250216004765
U000278,TXN20250330004766
U000122,TXN20250320004767
U000229,TXN20250321004768
U000368,TXN20250329004769
U000698,TXN20250218004770
U000328,TXN20250303004771
U000647,TXN20250106004772
U000280,TXN20250106004773
U000672,TXN20250124004774
U000340,TXN20250207004775
U000631,TXN20250218004776
U000339,TXN20250124004777
U000693,TXN20250109004778
U000130,TXN20250315004779
U000346,TXN20250217004780
U000337,TXN20250222004781
U000336,TXN20250306004782
U000135,TXN20250221004783
U000408,TXN20250105004784
U000233,TXN20250318004785
U000196,TXN20250113004786
U000291,TXN20250315004787
U000230,TXN20250209004788
U000501,TXN20250217004789
U000685,TXN20250126004790
U000638,TXN20250326004791
U000671,TXN20250317004792
U000471,TXN20250111004793
U000071,TXN20250131004794
U000357,TXN20250313004795
U000714,TXN20250208004796
U000717,TXN20250107004797
U000744,TXN20250212004798
U000775,TXN20250204004799
U000587,TXN20250222004800
U000156,TXN20250220004801
U000245,TXN20250125004802
U000666,TXN20250213004803
U000352,TXN20250321004804
U000809,TXN20250127004805
U000721,TXN20250311004806
U000170,TXN20250108004807
U000839,TXN20250317004808
U000155,TXN20250103004809
U000020,TXN20250119004810
U000163,TXN20250329004811
U000594,TXN20250129004812
U000485,TXN20250307004813
U000367,TXN20250204004814
U000693,TXN20250330004815
U000315,TXN20250203004816
U000571,TXN20250328004817
U000740,TXN20250312004818
U000638,TXN20250329004819
U000389,TXN20250124004820
U000694,TXN20250107004821
U000811,TXN20250103004822
U000726,TXN20250102004823
U000687,TXN20250309004824
U000170,TXN20250226004825
U000551,TXN20250222004826
U000445,TXN20250119004827
U000226,TXN20250218004828
U000386,TXN20250320004829
U000310,TXN20250116004830
U000003,TXN20250113004831
U000355,TXN20250103004832
U000189,TXN20250326004833
U000148,TXN20250104004834
U000847,TXN20250221004835
U000219,TXN20250122004836
U000544,TXN20250327004837
U000091,TXN20250201004838
U000300,TXN20250118004839
U000582,TXN20250305004840
U000565,TXN20250127004841
U000624,TXN20250222004842
U000275,TXN20250207004843
U000721,TXN20250303004844
U000416,TXN20250331004845
U000126,TXN20250125004846
U000690,TXN20250121004847
U000661,TXN20250220004848
U000401,TXN20250313004849
U000300,TXN20250214004850
U000775,TXN20250210004851
U000380,TXN20250314004852
U000263,TXN20250215004853
U000364,TXN20250313004854
U000028,TXN20250129004855
U000739,TXN20250113004856
U000138,TXN20250131004857
U000822,TXN20250228004858
U000552,TXN20250309004859
U000670,TXN20250307004860
U000211,TXN20250216004861
U000635,TXN20250127004862
U000015,TXN20250223004863
U000172,TXN20250106004864
U000741,TXN20250327004865
U000812,TXN20250201004866
U000561,TXN20250305004867
U000035,TXN20250213004868
U000351,TXN20250217004869
U000053,TXN20250115004870
U000803,TXN20250301004871
U000650,TXN20250315004872
U000343,TXN20250128004873
U000625,TXN20250207004874
U000298,TXN20250308004875
U000292,TXN20250330004876
U000552,TXN20250321004877
U000299,TXN20250320004878
U000782,TXN20250204004879
U000317,TXN20250308004880
U000166,TXN20250221004881
U000769,TXN20250225004882
U000625,TXN20250304004883
U000554,TXN20250223004884
U000232,TXN20250308004885
U000668,TXN20250210004886
U000414,TXN20250202004887
U000357,TXN20250122004888
U000811,TXN20250301004889
U000519,TXN20250304004890
U000396,TXN20250117004891
U000298,TXN20250109004892
U000383,TXN20250218004893
U000572,TXN20250315004894
U000645,TXN20250325004895
U000119,TXN20250107004896
U000298,TXN20250312004897
U000335,TXN20250214004898
U000340,TXN20250109004899
U000514,TXN20250108004900
U000551,TXN20250122004901
U000802,TXN20250307004902
U000177,TXN20250225004903
U000475,TXN20250320004904
U000431,TXN20250111004905
U000149,TXN20250120004906
U000254,TXN20250107004907
U000599,TXN20250215004908
U000618,TXN20250220004909
U000378,TXN20250113004910
U000157,TXN20250103004911
U000663,TXN20250126004912
U000404,TXN20250301004913
U000689,TXN20250203004914
U000341,TXN20250116004915
U000736,TXN20250116004916
U000771,TXN20250202004917
U000677,TXN20250205004918
U000531,TXN20250312004919
U000160,TXN20250115004920
U000300,TXN20250120004921
U000742,TXN20250101004922
U000135,TXN20250324004923
U000260,TXN20250311004924
U000129,TXN20250127004925
U000822,TXN20250324004926
U000531,TXN20250227004927
U000223,TXN20250331004928
U000760,TXN20250105004929
U000259,TXN20250304004930
U000521,TXN20250102004931
U000418,TXN20250224004932
U000356,TXN20250129004933
U000536,TXN20250321004934
U000686,TXN20250106004935
U000343,TXN20250211004936
U000832,TXN20250301004937
U000306,TXN20250317004938
U000677,TXN20250317004939
U000638,TXN20250123004940
U000077,TXN20250118004941
U000058,TXN20250104004942
U000807,TXN20250311004943
U000254,TXN20250107004944
U000215,TXN20250216004945
U000629,TXN20250220004946
U000203,TXN20250117004947
U000387,TXN20250113004948
U000297,TXN20250107004949
U000566,TXN20250122004950
U000533,TXN20250205004951
U000595,TXN20250107004952
U000426,TXN20250125004953
U000021,TXN20250301004954
U000549,TXN20250122004955
U000352,TXN20250302004956
U000364,TXN20250125004957
U000758,TXN20250220004958
U000454,TXN20250212004959
U000415,TXN20250224004960
U000343,TXN20250226004961
U000508,TXN20250110004962
U000832,TXN20250128004963
U000317,TXN20250313004964
U000763,TXN20250205004965
U000492,TXN20250314004966
U000238,TXN20250314004967
U000561,TXN20250217004968
U000772,TXN20250210004969
U000072,TXN20250310004970
U000492,TXN20250210004971
U000001,TXN20250309004972
U000060,TXN20250203004973
U000635,TXN20250311004974
U000003,TXN20250203004975
U000237,TXN20250223004976
U000213,TXN20250321004977
U000651,TXN20250311004978
U000360,TXN20250215004979
U000787,TXN20250128004980
U000415,TXN20250315004981
U000329,TXN20250215004982
U000746,TXN20250219004983
U000446,TXN20250312004984
U000842,TXN20250211004985
U000008,TXN20250217004986
U000570,TXN20250206004987
U000783,TXN20250308004988
U000187,TXN20250304004989
U000050,TXN20250203004990
U000636,TXN20250101004991
U000546,TXN20250322004992
U000800,TXN20250120004993
U000775,TXN20250307004994
U000073,TXN20250211004995
U000162,TXN20250103004996
U000498,TXN20250127004997
U000239,TXN20250219004998
U000037,TXN20250124004999
U000038,TXN20250106005000
