tran_sequence_number,merchant_id
TXN20250303003744,MAU00098
TXN20250321003745,MAE00076
TXN20250127003746,MFR00192
TXN20250204003747,MFR00015
TXN20250212003748,MAU00024
TXN20250319003749,MCA00196
TXN20250228003750,MCA00081
TXN20250319003751,MDE00111
TXN20250101003752,MAU00005
TXN20250128003753,MGB00163
TXN20250307003754,MCA00110
TXN20250311003755,MGB00054
TXN20250321003756,MNL00039
TXN20250125003757,MIN00021
TXN20250104003758,MUS00077
TXN20250201003759,MDE00155
TXN20250217003760,MJP00215
TXN20250208003761,MJP00162
TXN20250120003762,MGB00199
TXN20250126003763,MCA00102
TXN20250315003764,MJP00004
TXN20250226003765,MNL00161
TXN20250108003766,MHK00202
TXN20250123003767,MUS00198
TXN20250209003768,MUS00135
TXN20250208003769,MUS00059
TXN20250115003770,MUS00059
TXN20250124003771,MES00062
TXN20250325003772,MJP00137
TXN20250311003773,MGB00141
TXN20250327003774,MIN00113
TXN20250123003775,MUS00057
TXN20250127003776,MAU00024
TXN20250218003777,MIN00152
TXN20250318003778,MUS00166
TXN20250113003779,MJP00121
TXN20250216003780,MFR00042
TXN20250109003781,MIN00103
TXN20250105003782,MFR00042
TXN20250121003783,MGB00132
TXN20250226003784,MJP00104
TXN20250323003785,MSG00173
TXN20250215003786,MAE00020
TXN20250129003787,MCA00081
TXN20250201003788,MUS00190
TXN20250118003789,MCA00196
TXN20250328003790,MGB00043
TXN20250308003791,MUS00213
TXN20250207003792,MGB00043
TXN20250113003793,MAE00127
TXN20250323003794,MAE00126
TXN20250117003795,MFR00192
TXN20250202003796,MCA00099
TXN20250318003797,MCA00156
TXN20250126003798,MCA00194
TXN20250207003799,MHK00159
TXN20250126003800,MCA00063
TXN20250213003801,MCA00096
TXN20250115003802,MGB00094
TXN20250320003803,MAU00098
TXN20250201003804,MJP00045
TXN20250104003805,MUS00086
TXN20250324003806,MDE00181
TXN20250117003807,MNL00109
TXN20250331003808,MAE00073
TXN20250320003809,MAE00126
TXN20250103003810,MES00025
TXN20250115003811,MGB00174
TXN20250314003812,MUS00079
TXN20250323003813,MES00087
TXN20250219003814,MCA00044
TXN20250304003815,MIN00115
TXN20250205003816,MSG00165
TXN20250219003817,MFR00148
TXN20250225003818,MGB00027
TXN20250325003819,MUS00150
TXN20250318003820,MUS00086
TXN20250301003821,MGB00027
TXN20250303003822,MCA00099
TXN20250329003823,MUS00198
TXN20250104003824,MGB00064
TXN20250120003825,MIN00152
TXN20250107003826,MAE00090
TXN20250220003827,MCA00101
TXN20250316003828,MAU00119
TXN20250308003829,MGB00160
TXN20250301003830,MNL00013
TXN20250314003831,MCA00196
TXN20250225003832,MGB00141
TXN20250219003833,MCA00014
TXN20250102003834,MFR00148
TXN20250205003835,MES00217
TXN20250101003836,MCA00194
TXN20250204003837,MJP00007
TXN20250131003838,MIN00187
TXN20250318003839,MAU00095
TXN20250315003840,MNL00030
TXN20250227003841,MUS00077
TXN20250101003842,MIN00131
TXN20250131003843,MSG00033
TXN20250309003844,MCA00093
TXN20250115003845,MUS00166
TXN20250325003846,MAE00126
TXN20250104003847,MGB00132
TXN20250221003848,MGB00043
TXN20250208003849,MES00066
TXN20250301003850,MSG00050
TXN20250120003851,MAE00073
TXN20250308003852,MUS00216
TXN20250131003853,MJP00144
TXN20250222003854,MJP00026
TXN20250214003855,MAU00220
TXN20250315003856,MES00038
TXN20250321003857,MJP00162
TXN20250314003858,MCA00081
TXN20250203003859,MJP00144
TXN20250221003860,MHK00202
TXN20250302003861,MAE00073
TXN20250311003862,MFR00148
TXN20250318003863,MGB00046
TXN20250106003864,MIN00152
TXN20250305003865,MJP00104
TXN20250116003866,MCA00081
TXN20250310003867,MJP00125
TXN20250308003868,MES00058
TXN20250218003869,MES00038
TXN20250328003870,MGB00160
TXN20250125003871,MGB00065
TXN20250301003872,MNL00078
TXN20250111003873,MUS00216
TXN20250116003874,MES00067
TXN20250129003875,MJP00002
TXN20250201003876,MCA00194
TXN20250205003877,MUS00057
TXN20250313003878,MDE00114
TXN20250112003879,MCA00156
TXN20250210003880,MNL00013
TXN20250203003881,MUS00023
TXN20250208003882,MGB00027
TXN20250210003883,MDE00185
TXN20250212003884,MFR00192
TXN20250104003885,MFR00148
TXN20250103003886,MJP00154
TXN20250330003887,MNL00161
TXN20250314003888,MSG00033
TXN20250301003889,MNL00218
TXN20250321003890,MCA00063
TXN20250208003891,MJP00214
TXN20250118003892,MDE00074
TXN20250319003893,MCA00093
TXN20250221003894,MJP00133
TXN20250106003895,MAU00084
TXN20250201003896,MES00092
TXN20250113003897,MJP00158
TXN20250124003898,MCA00194
TXN20250331003899,MCA00196
TXN20250310003900,MIN00138
TXN20250311003901,MES00092
TXN20250306003902,MUS00213
TXN20250318003903,MCA00016
TXN20250112003904,MUS00171
TXN20250318003905,MES00025
TXN20250209003906,MAU00098
TXN20250113003907,MES00058
TXN20250303003908,MUS00124
TXN20250217003909,MGB00163
TXN20250114003910,MDE00134
TXN20250226003911,MNL00167
TXN20250313003912,MCA00016
TXN20250108003913,MJP00154
TXN20250325003914,MCA00101
TXN20250224003915,MGB00094
TXN20250205003916,MNL00109
TXN20250314003917,MNL00051
TXN20250220003918,MUS00023
TXN20250225003919,MIN00193
TXN20250203003920,MUS00213
TXN20250209003921,MNL00109
TXN20250319003922,MUS00040
TXN20250319003923,MDE00136
TXN20250224003924,MAU00098
TXN20250131003925,MIN00211
TXN20250103003926,MFR00042
TXN20250220003927,MCA00156
TXN20250101003928,MGB00043
TXN20250105003929,MCA00209
TXN20250327003930,MCA00143
TXN20250316003931,MCA00014
TXN20250228003932,MDE00197
TXN20250307003933,MGB00141
TXN20250313003934,MAE00208
TXN20250328003935,MCA00044
TXN20250302003936,MFR00015
TXN20250203003937,MNL00218
TXN20250101003938,MJP00120
TXN20250226003939,MJP00004
TXN20250222003940,MUS00012
TXN20250324003941,MCA00044
TXN20250226003942,MIN00103
TXN20250309003943,MAE00020
TXN20250123003944,MFR00072
TXN20250316003945,MUS00116
TXN20250209003946,MES00217
TXN20250321003947,MAU00220
TXN20250117003948,MSG00176
TXN20250227003949,MAE00170
TXN20250219003950,MCA00081
TXN20250324003951,MJP00028
TXN20250220003952,MES00175
TXN20250109003953,MNL00169
TXN20250107003954,MGB00191
TXN20250331003955,MJP00104
TXN20250203003956,MFR00148
TXN20250317003957,MCA00014
TXN20250129003958,MCA00156
TXN20250211003959,MUS00023
TXN20250324003960,MAU00085
TXN20250223003961,MUS00059
TXN20250305003962,MDE00146
TXN20250314003963,MGB00145
TXN20250305003964,MJP00123
TXN20250328003965,MAE00170
TXN20250324003966,MNL00167
TXN20250106003967,MAU00084
TXN20250308003968,MAE00127
TXN20250122003969,MIN00138
TXN20250310003970,MUS00124
TXN20250216003971,MAU00075
TXN20250203003972,MUS00198
TXN20250314003973,MJP00204
TXN20250212003974,MFR00042
TXN20250124003975,MUS00207
TXN20250130003976,MCA00096
TXN20250213003977,MNL00161
TXN20250219003978,MIN00131
TXN20250210003979,MIN00211
TXN20250210003980,MGB00199
TXN20250212003981,MCA00019
TXN20250322003982,MCA00101
TXN20250331003983,MGB00174
TXN20250314003984,MSG00173
TXN20250209003985,MDE00181
TXN20250327003986,MCA00101
TXN20250118003987,MCA00044
TXN20250123003988,MGB00064
TXN20250118003989,MSG00165
TXN20250214003990,MIN00029
TXN20250310003991,MHK00091
TXN20250119003992,MNL00169
TXN20250111003993,MJP00045
TXN20250220003994,MFR00192
TXN20250314003995,MNL00078
TXN20250131003996,MIN00037
TXN20250121003997,MGB00141
TXN20250121003998,MNL00039
TXN20250313003999,MCA00016
TXN20250228004000,MSG00083
TXN20250321004001,MFR00015
TXN20250301004002,MUS00055
TXN20250120004003,MGB00132
TXN20250217004004,MAU00098
TXN20250126004005,MIN00187
TXN20250210004006,MJP00120
TXN20250317004007,MJP00104
TXN20250330004008,MES00217
TXN20250203004009,MAU00084
TXN20250126004010,MUS00166
TXN20250115004011,MGB00188
TXN20250126004012,MDE00134
TXN20250319004013,MJP00157
TXN20250319004014,MGB00064
TXN20250317004015,MUS00216
TXN20250225004016,MJP00204
TXN20250223004017,MFR00177
TXN20250227004018,MUS00164
TXN20250301004019,MIN00152
TXN20250314004020,MSG00165
TXN20250304004021,MCA00019
TXN20250212004022,MES00038
TXN20250125004023,MFR00122
TXN20250106004024,MES00038
TXN20250111004025,MCA00093
TXN20250218004026,MCA00080
TXN20250328004027,MUS00139
TXN20250115004028,MCA00156
TXN20250319004029,MGB00001
TXN20250304004030,MUS00047
TXN20250319004031,MAE00208
TXN20250218004032,MIN00131
TXN20250310004033,MJP00133
TXN20250215004034,MJP00045
TXN20250327004035,MES00058
TXN20250327004036,MCA00063
TXN20250120004037,MES00092
TXN20250116004038,MCA00102
TXN20250308004039,MHK00195
TXN20250306004040,MDE00048
TXN20250125004041,MUS00142
TXN20250102004042,MSG00061
TXN20250211004043,MAU00024
TXN20250228004044,MSG00061
TXN20250214004045,MIN00017
TXN20250324004046,MNL00218
TXN20250208004047,MHK00202
TXN20250120004048,MCA00080
TXN20250217004049,MUS00166
TXN20250301004050,MUS00116
TXN20250129004051,MUS00077
TXN20250109004052,MJP00032
TXN20250222004053,MGB00046
TXN20250321004054,MUS00198
TXN20250217004055,MGB00132
TXN20250314004056,MSG00140
TXN20250210004057,MDE00071
TXN20250113004058,MCA00096
TXN20250218004059,MSG00140
TXN20250319004060,MGB00141
TXN20250115004061,MGB00064
TXN20250307004062,MAU00172
TXN20250315004063,MJP00158
TXN20250326004064,MUS00142
TXN20250109004065,MCA00063
TXN20250220004066,MUS00077
TXN20250113004067,MIN00011
TXN20250329004068,MAU00105
TXN20250203004069,MCA00099
TXN20250305004070,MGB00219
TXN20250304004071,MUS00057
TXN20250117004072,MAU00089
TXN20250221004073,MNL00167
TXN20250206004074,MJP00215
TXN20250105004075,MCA00044
TXN20250126004076,MES00175
TXN20250223004077,MAE00170
TXN20250327004078,MUS00171
TXN20250216004079,MGB00094
TXN20250307004080,MUS00086
TXN20250115004081,MUS00129
TXN20250327004082,MCA00156
TXN20250211004083,MDE00136
TXN20250301004084,MES00038
TXN20250317004085,MIN00115
TXN20250105004086,MUS00047
TXN20250128004087,MES00092
TXN20250211004088,MDE00197
TXN20250115004089,MCA00019
TXN20250323004090,MDE00134
TXN20250323004091,MES00092
TXN20250213004092,MES00107
TXN20250126004093,MCA00081
TXN20250207004094,MNL00013
TXN20250324004095,MAU00060
TXN20250125004096,MAE00076
TXN20250105004097,MUS00031
TXN20250106004098,MUS00055
TXN20250226004099,MGB00064
TXN20250219004100,MDE00197
TXN20250325004101,MGB00065
TXN20250225004102,MCA00093
TXN20250210004103,MDE00181
TXN20250318004104,MCA00068
TXN20250206004105,MCA00014
TXN20250120004106,MAE00208
TXN20250317004107,MUS00198
TXN20250225004108,MSG00165
TXN20250113004109,MUS00142
TXN20250301004110,MGB00054
TXN20250315004111,MUS00040
TXN20250329004112,MDE00136
TXN20250123004113,MCA00156
TXN20250311004114,MFR00072
TXN20250301004115,MUS00142
TXN20250301004116,MUS00171
TXN20250113004117,MUS00040
TXN20250131004118,MFR00177
TXN20250114004119,MAU00024
TXN20250208004120,MGB00183
TXN20250207004121,MIN00021
TXN20250304004122,MES00100
TXN20250310004123,MHK00010
TXN20250306004124,MSG00173
TXN20250105004125,MGB00160
TXN20250119004126,MUS00077
TXN20250204004127,MUS00040
TXN20250205004128,MUS00213
TXN20250113004129,MIN00021
TXN20250221004130,MSG00165
TXN20250119004131,MGB00043
TXN20250102004132,MUS00190
TXN20250127004133,MES00062
TXN20250113004134,MAU00085
TXN20250303004135,MIN00184
TXN20250217004136,MJP00045
TXN20250212004137,MFR00008
TXN20250113004138,MAU00005
TXN20250328004139,MUS00057
TXN20250315004140,MIN00210
TXN20250207004141,MCA00196
TXN20250207004142,MES00066
TXN20250222004143,MES00217
TXN20250216004144,MFR00042
TXN20250110004145,MGB00027
TXN20250312004146,MDE00185
TXN20250329004147,MIN00118
TXN20250208004148,MIN00152
TXN20250314004149,MCA00110
TXN20250318004150,MNL00218
TXN20250309004151,MJP00157
TXN20250123004152,MNL00039
TXN20250315004153,MUS00139
TXN20250310004154,MJP00002
TXN20250324004155,MUS00164
TXN20250216004156,MUS00012
TXN20250117004157,MDE00197
TXN20250108004158,MCA00014
TXN20250328004159,MGB00069
TXN20250228004160,MJP00002
TXN20250310004161,MNL00051
TXN20250113004162,MES00107
TXN20250318004163,MJP00002
TXN20250329004164,MFR00072
TXN20250309004165,MES00087
TXN20250316004166,MGB00145
TXN20250323004167,MUS00190
TXN20250116004168,MUS00012
TXN20250210004169,MGB00219
TXN20250225004170,MCA00019
TXN20250201004171,MES00087
TXN20250216004172,MJP00045
TXN20250202004173,MAU00056
TXN20250216004174,MCA00196
TXN20250216004175,MFR00015
TXN20250114004176,MFR00148
TXN20250220004177,MJP00157
TXN20250122004178,MCA00156
TXN20250202004179,MES00066
TXN20250314004180,MAU00005
TXN20250107004181,MGB00199
TXN20250130004182,MUS00216
TXN20250203004183,MES00066
TXN20250124004184,MGB00141
TXN20250329004185,MES00067
TXN20250309004186,MGB00106
TXN20250122004187,MCA00063
TXN20250123004188,MUS00012
TXN20250122004189,MDE00114
TXN20250210004190,MAU00085
TXN20250314004191,MHK00151
TXN20250113004192,MAE00020
TXN20250113004193,MIN00187
TXN20250223004194,MDE00185
TXN20250204004195,MES00087
TXN20250205004196,MJP00002
TXN20250123004197,MGB00001
TXN20250308004198,MAE00090
TXN20250118004199,MIN00082
TXN20250111004200,MIN00037
TXN20250201004201,MDE00111
TXN20250130004202,MCA00099
TXN20250219004203,MUS00079
TXN20250306004204,MES00041
TXN20250330004205,MIN00003
TXN20250325004206,MGB00094
TXN20250124004207,MCA00014
TXN20250303004208,MJP00032
TXN20250102004209,MUS00057
TXN20250214004210,MJP00137
TXN20250210004211,MUS00023
TXN20250319004212,MCA00194
TXN20250204004213,MGB00188
TXN20250318004214,MIN00029
TXN20250111004215,MIN00178
TXN20250227004216,MFR00008
TXN20250216004217,MGB00183
TXN20250320004218,MES00041
TXN20250113004219,MCA00019
TXN20250107004220,MES00038
TXN20250220004221,MCA00143
TXN20250113004222,MIN00003
TXN20250309004223,MES00062
TXN20250105004224,MFR00201
TXN20250312004225,MUS00166
TXN20250201004226,MAU00206
TXN20250321004227,MDE00155
TXN20250313004228,MDE00074
TXN20250106004229,MUS00142
TXN20250128004230,MGB00132
TXN20250213004231,MCA00209
TXN20250102004232,MSG00033
TXN20250316004233,MES00038
TXN20250228004234,MNL00039
TXN20250125004235,MUS00018
TXN20250128004236,MFR00072
TXN20250125004237,MUS00124
TXN20250316004238,MJP00123
TXN20250227004239,MDE00146
TXN20250310004240,MUS00139
TXN20250108004241,MUS00198
TXN20250330004242,MHK00053
TXN20250324004243,MFR00042
TXN20250120004244,MUS00077
TXN20250314004245,MJP00026
TXN20250128004246,MSG00165
TXN20250227004247,MGB00199
TXN20250320004248,MDE00155
TXN20250216004249,MUS00018
TXN20250115004250,MCA00016
TXN20250321004251,MAE00076
TXN20250312004252,MIN00082
TXN20250311004253,MAE00073
TXN20250203004254,MGB00001
TXN20250112004255,MIN00131
TXN20250324004256,MFR00122
TXN20250312004257,MCA00096
TXN20250118004258,MFR00008
TXN20250301004259,MSG00140
TXN20250110004260,MJP00137
TXN20250104004261,MUS00164
TXN20250204004262,MES00100
TXN20250110004263,MCA00156
TXN20250130004264,MNL00161
TXN20250221004265,MGB00001
TXN20250222004266,MUS00150
TXN20250215004267,MUS00018
TXN20250107004268,MUS00190
TXN20250317004269,MNL00218
TXN20250114004270,MGB00141
TXN20250205004271,MDE00052
TXN20250314004272,MES00038
TXN20250102004273,MAU00172
TXN20250226004274,MGB00054
TXN20250319004275,MNL00169
TXN20250313004276,MUS00077
TXN20250123004277,MIN00113
TXN20250130004278,MDE00071
TXN20250226004279,MNL00030
TXN20250223004280,MES00107
TXN20250112004281,MCA00110
TXN20250131004282,MGB00043
TXN20250312004283,MES00066
TXN20250307004284,MCA00200
TXN20250308004285,MGB00199
TXN20250129004286,MNL00161
TXN20250326004287,MFR00182
TXN20250124004288,MAE00035
TXN20250103004289,MES00092
TXN20250211004290,MCA00019
TXN20250326004291,MGB00219
TXN20250126004292,MAU00220
TXN20250110004293,MAU00095
TXN20250306004294,MFR00008
TXN20250330004295,MAU00060
TXN20250219004296,MNL00169
TXN20250129004297,MAE00126
TXN20250121004298,MCA00102
TXN20250210004299,MNL00109
TXN20250324004300,MHK00010
TXN20250106004301,MSG00176
TXN20250309004302,MUS00079
TXN20250101004303,MGB00219
TXN20250326004304,MUS00116
TXN20250311004305,MAU00095
TXN20250222004306,MSG00070
TXN20250325004307,MIN00017
TXN20250104004308,MIN00029
TXN20250129004309,MCA00019
TXN20250116004310,MCA00209
TXN20250201004311,MCA00101
TXN20250317004312,MGB00219
TXN20250319004313,MGB00065
TXN20250111004314,MGB00183
TXN20250225004315,MCA00147
TXN20250213004316,MUS00116
TXN20250209004317,MAE00020
TXN20250103004318,MUS00047
TXN20250223004319,MGB00054
TXN20250307004320,MJP00112
TXN20250314004321,MCA00196
TXN20250112004322,MFR00015
TXN20250304004323,MJP00002
TXN20250316004324,MIN00113
TXN20250327004325,MNL00051
TXN20250227004326,MUS00086
TXN20250214004327,MSG00189
TXN20250103004328,MJP00158
TXN20250125004329,MGB00094
TXN20250224004330,MAE00090
TXN20250216004331,MNL00109
TXN20250311004332,MGB00168
TXN20250128004333,MUS00079
TXN20250202004334,MCA00200
TXN20250311004335,MGB00160
TXN20250213004336,MCA00068
TXN20250328004337,MAU00089
TXN20250112004338,MCA00081
TXN20250307004339,MAE00020
TXN20250318004340,MUS00129
TXN20250326004341,MJP00036
TXN20250309004342,MIN00003
TXN20250302004343,MUS00171
TXN20250228004344,MUS00040
TXN20250122004345,MCA00016
TXN20250113004346,MUS00190
TXN20250111004347,MAE00090
TXN20250214004348,MFR00148
TXN20250305004349,MUS00139
TXN20250210004350,MJP00112
TXN20250203004351,MGB00219
TXN20250226004352,MDE00114
TXN20250223004353,MIN00021
TXN20250307004354,MCA00101
TXN20250217004355,MIN00003
TXN20250306004356,MFR00148
TXN20250312004357,MCA00096
TXN20250228004358,MJP00088
TXN20250220004359,MAU00098
TXN20250312004360,MGB00145
TXN20250303004361,MUS00190
TXN20250224004362,MGB00046
TXN20250111004363,MGB00141
TXN20250316004364,MJP00121
TXN20250213004365,MCA00016
TXN20250110004366,MAU00098
TXN20250327004367,MFR00192
TXN20250227004368,MFR00177
TXN20250125004369,MCA00110
TXN20250127004370,MGB00199
TXN20250322004371,MGB00145
TXN20250226004372,MES00100
TXN20250226004373,MNL00030
TXN20250304004374,MHK00151
TXN20250312004375,MHK00195
TXN20250224004376,MDE00071
TXN20250119004377,MGB00132
TXN20250328004378,MIN00184
TXN20250329004379,MGB00027
TXN20250201004380,MDE00181
TXN20250326004381,MDE00197
TXN20250124004382,MUS00079
TXN20250225004383,MUS00077
TXN20250308004384,MES00066
TXN20250123004385,MUS00150
TXN20250215004386,MUS00129
TXN20250302004387,MGB00046
TXN20250213004388,MSG00176
TXN20250215004389,MDE00114
TXN20250326004390,MUS00077
TXN20250301004391,MAE00208
TXN20250301004392,MJP00123
TXN20250122004393,MGB00132
TXN20250228004394,MAE00073
TXN20250310004395,MNL00030
TXN20250221004396,MJP00032
TXN20250115004397,MAU00056
TXN20250329004398,MSG00140
TXN20250121004399,MDE00146
TXN20250313004400,MIN00022
TXN20250330004401,MUS00130
TXN20250216004402,MCA00014
TXN20250329004403,MUS00057
TXN20250118004404,MSG00176
TXN20250108004405,MES00066
TXN20250221004406,MJP00154
TXN20250329004407,MNL00169
TXN20250113004408,MHK00202
TXN20250226004409,MHK00053
TXN20250207004410,MES00062
TXN20250308004411,MDE00071
TXN20250206004412,MGB00001
TXN20250304004413,MUS00216
TXN20250311004414,MFR00042
TXN20250323004415,MUS00117
TXN20250325004416,MGB00174
TXN20250122004417,MIN00082
TXN20250319004418,MCA00143
TXN20250315004419,MUS00031
TXN20250309004420,MJP00036
TXN20250220004421,MUS00198
TXN20250223004422,MAU00095
TXN20250317004423,MUS00198
TXN20250129004424,MNL00167
TXN20250330004425,MJP00007
TXN20250317004426,MGB00065
TXN20250326004427,MIN00037
TXN20250107004428,MJP00120
TXN20250128004429,MCA00110
TXN20250212004430,MJP00137
TXN20250208004431,MUS00023
TXN20250125004432,MDE00071
TXN20250320004433,MUS00129
TXN20250224004434,MSG00033
TXN20250223004435,MJP00154
TXN20250112004436,MCA00102
TXN20250202004437,MAU00005
TXN20250103004438,MJP00097
TXN20250211004439,MJP00214
TXN20250311004440,MIN00178
TXN20250219004441,MAU00085
TXN20250209004442,MAE00205
TXN20250103004443,MUS00171
TXN20250111004444,MJP00004
TXN20250318004445,MUS00164
TXN20250211004446,MAU00060
TXN20250119004447,MFR00182
TXN20250211004448,MJP00007
TXN20250102004449,MIN00017
TXN20250327004450,MAE00020
TXN20250104004451,MAE00126
TXN20250130004452,MAU00024
TXN20250111004453,MNL00030
TXN20250331004454,MUS00059
TXN20250130004455,MGB00183
TXN20250113004456,MDE00048
TXN20250131004457,MAE00126
TXN20250223004458,MDE00197
TXN20250320004459,MNL00013
TXN20250227004460,MGB00160
TXN20250107004461,MNL00218
TXN20250206004462,MIN00037
TXN20250130004463,MUS00129
TXN20250209004464,MCA00102
TXN20250215004465,MJP00026
TXN20250218004466,MDE00074
TXN20250223004467,MNL00109
TXN20250228004468,MHK00195
TXN20250310004469,MUS00023
TXN20250201004470,MUS00166
TXN20250119004471,MHK00195
TXN20250124004472,MJP00121
TXN20250211004473,MCA00080
TXN20250113004474,MUS00117
TXN20250213004475,MJP00125
TXN20250203004476,MGB00174
TXN20250128004477,MGB00141
TXN20250120004478,MIN00210
TXN20250321004479,MCA00080
TXN20250314004480,MUS00153
TXN20250126004481,MHK00010
TXN20250223004482,MJP00028
TXN20250309004483,MIN00022
TXN20250318004484,MFR00042
TXN20250304004485,MGB00054
TXN20250221004486,MFR00177
TXN20250109004487,MUS00171
TXN20250107004488,MFR00201
TXN20250326004489,MAE00090
TXN20250129004490,MUS00086
TXN20250202004491,MDE00155
TXN20250302004492,MGB00188
TXN20250112004493,MIN00021
TXN20250308004494,MFR00042
TXN20250104004495,MGB00145
TXN20250310004496,MAE00076
TXN20250108004497,MDE00052
TXN20250315004498,MGB00163
TXN20250203004499,MGB00163
TXN20250227004500,MIN00131
TXN20250227004501,MCA00156
TXN20250217004502,MGB00141
TXN20250124004503,MCA00068
TXN20250221004504,MES00107
TXN20250214004505,MCA00096
TXN20250123004506,MUS00031
TXN20250215004507,MIN00113
TXN20250207004508,MCA00101
TXN20250309004509,MJP00002
TXN20250316004510,MAU00005
TXN20250321004511,MNL00109
TXN20250330004512,MUS00116
TXN20250318004513,MAE00205
TXN20250211004514,MUS00164
TXN20250328004515,MES00067
TXN20250301004516,MCA00096
TXN20250206004517,MUS00129
TXN20250308004518,MAE00035
TXN20250312004519,MIN00187
TXN20250110004520,MCA00093
TXN20250106004521,MCA00194
TXN20250125004522,MJP00137
TXN20250110004523,MCA00016
TXN20250316004524,MDE00111
TXN20250329004525,MJP00144
TXN20250321004526,MUS00116
TXN20250314004527,MUS00213
TXN20250113004528,MJP00158
TXN20250131004529,MUS00034
TXN20250127004530,MUS00023
TXN20250101004531,MJP00123
TXN20250211004532,MFR00192
TXN20250205004533,MIN00211
TXN20250322004534,MGB00132
TXN20250228004535,MNL00078
TXN20250119004536,MCA00143
TXN20250227004537,MJP00137
TXN20250310004538,MJP00158
TXN20250304004539,MAE00073
TXN20250319004540,MFR00177
TXN20250317004541,MFR00212
TXN20250219004542,MIN00203
TXN20250313004543,MIN00082
TXN20250128004544,MGB00219
TXN20250110004545,MGB00219
TXN20250218004546,MIN00152
TXN20250206004547,MUS00057
TXN20250309004548,MCA00196
TXN20250313004549,MCA00044
TXN20250109004550,MGB00168
TXN20250121004551,MUS00190
TXN20250320004552,MIN00184
TXN20250303004553,MUS00139
TXN20250111004554,MGB00132
TXN20250314004555,MUS00086
TXN20250326004556,MUS00166
TXN20250122004557,MJP00215
TXN20250227004558,MDE00052
TXN20250118004559,MUS00086
TXN20250301004560,MGB00064
TXN20250325004561,MAU00186
TXN20250111004562,MUS00153
TXN20250326004563,MIN00009
TXN20250321004564,MCA00019
TXN20250221004565,MJP00144
TXN20250323004566,MJP00158
TXN20250221004567,MFR00042
TXN20250120004568,MGB00163
TXN20250307004569,MUS00079
TXN20250208004570,MGB00094
TXN20250329004571,MAU00089
TXN20250225004572,MGB00094
TXN20250213004573,MAU00149
TXN20250124004574,MIN00180
TXN20250112004575,MNL00161
TXN20250102004576,MJP00097
TXN20250320004577,MJP00026
TXN20250225004578,MNL00169
TXN20250208004579,MAU00005
TXN20250108004580,MAU00075
TXN20250213004581,MDE00048
TXN20250315004582,MUS00171
TXN20250217004583,MDE00197
TXN20250111004584,MUS00153
TXN20250114004585,MHK00091
TXN20250226004586,MIN00113
TXN20250303004587,MES00100
TXN20250317004588,MUS00023
TXN20250316004589,MES00087
TXN20250313004590,MAU00172
TXN20250216004591,MNL00051
TXN20250318004592,MDE00146
TXN20250327004593,MES00066
TXN20250120004594,MAE00035
TXN20250307004595,MAU00186
TXN20250105004596,MIN00184
TXN20250318004597,MHK00159
TXN20250221004598,MJP00214
TXN20250204004599,MHK00010
TXN20250119004600,MNL00039
TXN20250127004601,MUS00047
TXN20250206004602,MGB00069
TXN20250322004603,MFR00122
TXN20250107004604,MNL00167
TXN20250202004605,MUS00023
TXN20250212004606,MUS00059
TXN20250222004607,MCA00156
TXN20250125004608,MAE00035
TXN20250108004609,MES00066
TXN20250205004610,MCA00019
TXN20250320004611,MES00067
TXN20250107004612,MIN00193
TXN20250205004613,MCA00014
TXN20250217004614,MAU00060
TXN20250226004615,MUS00198
TXN20250302004616,MCA00194
TXN20250213004617,MGB00094
TXN20250102004618,MDE00185
TXN20250113004619,MJP00104
TXN20250331004620,MNL00109
TXN20250103004621,MIN00193
TXN20250118004622,MFR00212
TXN20250222004623,MAU00085
TXN20250125004624,MUS00135
TXN20250223004625,MCA00102
TXN20250302004626,MIN00009
TXN20250303004627,MCA00044
TXN20250127004628,MUS00117
TXN20250119004629,MES00041
TXN20250219004630,MDE00197
TXN20250122004631,MDE00074
TXN20250303004632,MCA00099
TXN20250217004633,MJP00158
TXN20250120004634,MES00041
TXN20250104004635,MSG00061
TXN20250120004636,MCA00099
TXN20250110004637,MGB00054
TXN20250320004638,MUS00190
TXN20250305004639,MIN00118
TXN20250303004640,MGB00001
TXN20250308004641,MDE00136
TXN20250126004642,MCA00196
TXN20250207004643,MCA00063
TXN20250226004644,MHK00159
TXN20250226004645,MSG00165
TXN20250113004646,MCA00156
TXN20250319004647,MJP00045
TXN20250205004648,MCA00093
TXN20250127004649,MES00067
TXN20250108004650,MUS00047
TXN20250125004651,MGB00069
TXN20250322004652,MUS00171
TXN20250303004653,MCA00081
TXN20250312004654,MGB00219
TXN20250104004655,MES00100
TXN20250224004656,MIN00037
TXN20250115004657,MFR00182
TXN20250322004658,MIN00211
TXN20250219004659,MGB00163
TXN20250116004660,MDE00155
TXN20250113004661,MUS00190
TXN20250101004662,MGB00064
TXN20250224004663,MDE00197
TXN20250305004664,MJP00002
TXN20250317004665,MJP00088
TXN20250204004666,MUS00164
TXN20250117004667,MCA00044
TXN20250129004668,MUS00117
TXN20250108004669,MES00107
TXN20250318004670,MNL00078
TXN20250311004671,MGB00043
TXN20250129004672,MES00217
TXN20250306004673,MNL00167
TXN20250316004674,MES00100
TXN20250112004675,MAE00076
TXN20250224004676,MCA00063
TXN20250206004677,MCA00143
TXN20250319004678,MDE00197
TXN20250208004679,MUS00213
