userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000087,3,595.58,AED,MEA,debit card,fuel and convenience,afternoon,weekday,mid-value,"everyday consumer spend, weekend spend","User U000087 shows a mid-value spending profile across 3 transactions totaling 595.58 AED. The user most often transacts in MEA with debit card payments, favors fuel and convenience, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, weekend spend."
U000088,4,5845.06,EUR,APAC,credit card,financial services,morning,weekday,high-value,"very high-value, cash-like financial services, late-night activity","User U000088 shows a high-value spending profile across 4 transactions totaling 5845.06 EUR. The user most often transacts in APAC with credit card payments, favors financial services, and is most active during morning weekday periods. Common patterns include very high-value, cash-like financial services, late-night activity."
U000089,4,4254.43,CAD,EMEA,credit card,pharmacy and wellness,late-night,weekend,high-value,"weekend spend, late-night activity, very high-value","User U000089 shows a high-value spending profile across 4 transactions totaling 4254.43 CAD. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during late-night weekend periods. Common patterns include weekend spend, late-night activity, very high-value."
U000090,7,10090.28,EUR,EMEA,credit card,quick service dining,late-night,weekday,high-value,"weekend spend, very high-value, late-night activity","User U000090 shows a high-value spending profile across 7 transactions totaling 10090.28 EUR. The user most often transacts in EMEA with credit card payments, favors quick service dining, and is most active during late-night weekday periods. Common patterns include weekend spend, very high-value, late-night activity."
U000091,9,9250.16,USD,NA,credit card,air travel,late-night,weekday,high-value,"late-night activity, weekend spend, high-value","User U000091 shows a high-value spending profile across 9 transactions totaling 9250.16 USD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during late-night weekday periods. Common patterns include late-night activity, weekend spend, high-value."
U000092,4,5414.24,JPY,APAC,credit card,digital subscription services,evening,weekday,high-value,"digital recurring, very high-value, cash-like financial services","User U000092 shows a high-value spending profile across 4 transactions totaling 5414.24 JPY. The user most often transacts in APAC with credit card payments, favors digital subscription services, and is most active during evening weekday periods. Common patterns include digital recurring, very high-value, cash-like financial services."
U000093,3,102.72,HKD,APAC,prepaid card,ride-hailing and local transport,morning,weekday,small-ticket,"prepaid instrument, everyday consumer spend, weekend spend","User U000093 shows a small-ticket spending profile across 3 transactions totaling 102.72 HKD. The user most often transacts in APAC with prepaid card payments, favors ride-hailing and local transport, and is most active during morning weekday periods. Common patterns include prepaid instrument, everyday consumer spend, weekend spend."
U000094,9,3458.43,EUR,EMEA,credit card,pharmacy and wellness,morning,weekend,mid-value,"weekend spend, everyday consumer spend, late-night activity","User U000094 shows a mid-value spending profile across 9 transactions totaling 3458.43 EUR. The user most often transacts in EMEA with credit card payments, favors pharmacy and wellness, and is most active during morning weekend periods. Common patterns include weekend spend, everyday consumer spend, late-night activity."
U000095,7,3835.05,EUR,EMEA,credit card,fashion retail,late-night,weekday,high-value,"high-value, late-night activity, weekend spend","User U000095 shows a high-value spending profile across 7 transactions totaling 3835.05 EUR. The user most often transacts in EMEA with credit card payments, favors fashion retail, and is most active during late-night weekday periods. Common patterns include high-value, late-night activity, weekend spend."
U000096,4,610.93,GBP,EMEA,credit card,healthcare services,afternoon,weekday,mid-value,"everyday consumer spend, prepaid instrument","User U000096 shows a mid-value spending profile across 4 transactions totaling 610.93 GBP. The user most often transacts in EMEA with credit card payments, favors healthcare services, and is most active during afternoon weekday periods. Common patterns include everyday consumer spend, prepaid instrument."
U000097,7,5608.89,CAD,NA,debit card,fuel and convenience,late-night,weekday,high-value,"late-night activity, prepaid instrument, everyday consumer spend","User U000097 shows a high-value spending profile across 7 transactions totaling 5608.89 CAD. The user most often transacts in NA with debit card payments, favors fuel and convenience, and is most active during late-night weekday periods. Common patterns include late-night activity, prepaid instrument, everyday consumer spend."
U000098,3,1338.94,INR,APAC,debit card,air travel,late-night,weekday,mid-value,"late-night activity, high-value, travel-related","User U000098 shows a mid-value spending profile across 3 transactions totaling 1338.94 INR. The user most often transacts in APAC with debit card payments, favors air travel, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, travel-related."
