tran_sequence_number,Transaction_Amount,userid,transaction_time,transaction_date,transaction_currency_code,merchant_name,merchant_city,merchant_id,card_type,latitude,longitude,merchant_category_code,merchant_country_code,merchant_country,merchant_region_code,ICA_code,issr_id,acquirer_id,transaction_narration
TXN20250130000087,19.87,U000676,18:50:54,2025-01-30,USD,RideNow Chicago 059,Chicago,MUS00059,PREPAID,41.903731,-87.648709,4121,US,United States,NA,100059,ISSR_US_101,ACQ_NA_401,"Taxi/ride-hailing charge from RideNow Chicago, Chicago — $19.87 — 30 Jan 2025."
TXN20250317000088,1201.58,U000341,13:17:37,2025-03-17,CAD,EduPrime Vancouver 194,Vancouver,MCA00194,PREPAID,49.319663,-123.132466,8220,CA,Canada,NA,100194,ISSR_CA_214,ACQ_NA_401,"CA$1,201.58 charged by EduPrime Vancouver (Vancouver) for educational services on 17 Mar 2025."
TXN20250308000089,616.72,U000200,12:55:34,2025-03-08,GBP,ElectroHub London 145,London,MGB00145,CREDIT,51.510756,-0.129555,5732,GB,United Kingdom,EMEA,100145,ISSR_GB_224,ACQ_EMEA_502,High-value electronics charge at ElectroHub London (London) — £616.72 — 8 Mar 2025.
TXN20250203000090,17.4,U000503,05:36:56,2025-02-03,GBP,StreamSphere Manchester 046,Manchester,MGB00046,CREDIT,53.48519,-2.232177,4899,GB,United Kingdom,EMEA,100046,ISSR_GB_118,ACQ_EMEA_503,Recurring subscription: StreamSphere Manchester — £17.40 auto-debited on 3 Feb 2025.
TXN20250330000091,43.95,U000829,08:25:21,2025-03-30,USD,RideNow Chicago 059,Chicago,MUS00059,DEBIT,41.913226,-87.635751,4121,US,United States,NA,100059,ISSR_US_101,ACQ_NA_401,Local transport: RideNow Chicago · Chicago · $43.95 · 30 Mar 2025. Ref: 9YJB1Q.
TXN20250109000092,13.5,U000579,02:19:05,2025-01-09,SGD,StreamSphere Singapore 070,Singapore,MSG00070,CREDIT,1.321263,103.858924,4899,SG,Singapore,APAC,100070,ISSR_SG_271,ACQ_APAC_703,Monthly plan renewal: StreamSphere Singapore · S$13.50 · 9 Jan 2025. Sub ref: 6GVWRD.
TXN20250202000093,181.09,U000053,16:15:08,2025-02-02,GBP,PharmaDirect London 043,London,MGB00043,DEBIT,51.545996,-0.129949,5912,GB,United Kingdom,EMEA,100043,ISSR_GB_118,ACQ_EMEA_503,Over-the-counter purchase at PharmaDirect London (London) — £181.09 — 2 Feb 2025.
TXN20250211000094,3480.82,U000165,04:06:55,2025-02-11,CAD,FinServe Online Vancouver 016,Vancouver,MCA00016,PREPAID,49.299259,-123.159007,6012,CA,Canada,NA,100016,ISSR_CA_110,ACQ_NA_402,"CA$3,480.82 cash-equivalent transaction via FinServe Online Vancouver, Vancouver, on 11 Feb 2025. Ref: LY4LYK83TQ."
TXN20250101000095,107.79,U000584,02:13:37,2025-01-01,CAD,PharmaDirect Vancouver 143,Vancouver,MCA00143,CREDIT,49.30225,-123.08622,5912,CA,Canada,NA,100143,ISSR_CA_214,ACQ_NA_403,"CA$107.79 Credit payment at PharmaDirect Vancouver pharmacy, Vancouver."
TXN20250113000096,21.97,U000344,12:18:33,2025-01-13,HKD,QuickBite Hong Kong 159,Hong Kong,MHK00159,DEBIT,22.329114,114.135468,5814,HK,Hong Kong,APAC,100159,ISSR_HK_294,ACQ_APAC_703,"Food & drink purchase at QuickBite Hong Kong, Hong Kong — HKD21.97 — 13 Jan 2025. Ref: E153A5."
TXN20250122000097,780.93,U000517,22:08:09,2025-01-22,EUR,Luxura Retail Madrid 092,Madrid,MES00092,CREDIT,40.381145,-3.674017,5651,ES,Spain,EMEA,100092,ISSR_ES_241,ACQ_EMEA_501,€780.93 charged to your Credit card at Luxura Retail Madrid (Madrid).
TXN20250112000098,1514.44,U000781,06:06:03,2025-01-12,EUR,EduPrime Paris 192,Paris,MFR00192,CREDIT,48.820359,2.32374,8220,FR,France,EMEA,100192,ISSR_FR_229,ACQ_EMEA_501,"Tuition/course fee: EduPrime Paris · Paris · €1,514.44 · 12 Jan 2025."
TXN20250117000099,815.44,U000507,09:37:13,2025-01-17,USD,SkyJet Travel Chicago 079,Chicago,MUS00079,CREDIT,41.854539,-87.632306,4511,US,United States,NA,100079,ISSR_US_101,ACQ_NA_401,Flight booking at SkyJet Travel Chicago (Chicago) — $815.44 charged on 17 Jan 2025. PNR: LAOI4E.
TXN20250322000100,305.43,U000262,04:22:04,2025-03-22,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,CREDIT,52.400562,4.868821,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,Fund transfer / payment: FinServe Online Amsterdam · Amsterdam · €305.43 · 22 Mar 2025.
TXN20250324000101,174.0,U000765,17:24:45,2025-03-24,INR,FreshMart Bengaluru 021,Bengaluru,MIN00021,CREDIT,12.995548,77.606814,5411,IN,India,APAC,100021,ISSR_IN_188,ACQ_APAC_703,"Grocery purchase at FreshMart Bengaluru, Bengaluru — INR174 via swipe on 24 Mar 2025."
TXN20250317000102,4286.19,U000783,19:06:38,2025-03-17,EUR,FinServe Online Amsterdam 167,Amsterdam,MNL00167,DEBIT,52.337277,4.884257,6012,NL,Netherlands,EMEA,100167,ISSR_NL_255,ACQ_EMEA_502,"Financial transaction at FinServe Online Amsterdam (Amsterdam) — €4,286.19 — 17 Mar 2025. Auth: KKV9RF."
TXN20250120000103,122.8,U000758,13:35:47,2025-01-20,SGD,UrbanTable Singapore 033,Singapore,MSG00033,PREPAID,1.359154,103.817776,5812,SG,Singapore,APAC,100033,ISSR_SG_158,ACQ_APAC_703,S$122.80 food & beverage charge at UrbanTable Singapore (Singapore) on 20 Jan 2025.
TXN20250302000104,1229.95,U000521,08:25:47,2025-03-02,CAD,Luxura Retail Vancouver 099,Vancouver,MCA00099,CREDIT,49.318526,-123.103079,5651,CA,Canada,NA,100099,ISSR_CA_110,ACQ_NA_403,"In-store fashion purchase at Luxura Retail Vancouver, Vancouver — CA$1,229.95 on 2 Mar 2025."
TXN20250105000105,36.45,U000289,16:09:39,2025-01-05,EUR,RideNow Berlin 146,Berlin,MDE00146,DEBIT,52.486539,13.387363,4121,DE,Germany,EMEA,100146,ISSR_DE_238,ACQ_EMEA_501,Ride & transport: RideNow Berlin (Berlin) — €36.45 on 5 Jan 2025.
TXN20250213000106,176.41,U000557,11:35:05,2025-02-13,EUR,FreshMart Amsterdam 109,Amsterdam,MNL00109,CREDIT,52.362049,4.903538,5411,NL,Netherlands,EMEA,100109,ISSR_NL_149,ACQ_EMEA_501,In-store grocery payment to FreshMart Amsterdam in Amsterdam for €176.41 on 13 Feb 2025.
TXN20250224000107,73.53,U000180,07:04:27,2025-02-24,EUR,FreshMart Amsterdam 109,Amsterdam,MNL00109,CREDIT,52.383961,4.867458,5411,NL,Netherlands,EMEA,100109,ISSR_NL_149,ACQ_EMEA_501,"Grocery purchase at FreshMart Amsterdam, Amsterdam — €73.53 via contactless on 24 Feb 2025."
TXN20250303000108,347.26,U000375,06:27:29,2025-03-03,CAD,CloudStay Toronto 063,Toronto,MCA00063,CREDIT,43.676385,-79.343965,7011,CA,Canada,NA,100063,ISSR_CA_214,ACQ_NA_401,"Hotel charge at CloudStay Toronto, Toronto — CA$347.26 on 3 Mar 2025. Confirmation: WIYKID9."
TXN20250323000109,300.78,U000736,23:38:03,2025-03-23,USD,MediCare Plus Chicago 023,Chicago,MUS00023,CREDIT,41.915019,-87.657981,8099,US,United States,NA,100023,ISSR_US_205,ACQ_NA_403,Healthcare payment: MediCare Plus Chicago · Chicago · $300.78 · 23 Mar 2025. Ref: PY6B2KN.
TXN20250124000110,99.19,U000117,17:13:14,2025-01-24,CAD,PharmaDirect Vancouver 068,Vancouver,MCA00068,DEBIT,49.313952,-123.154579,5912,CA,Canada,NA,100068,ISSR_CA_110,ACQ_NA_401,Wellness & pharmacy: PharmaDirect Vancouver · Vancouver · CA$99.19 · 24 Jan 2025.
TXN20250123000111,43.53,U000193,16:00:21,2025-01-23,EUR,PharmaDirect Madrid 058,Madrid,MES00058,PREPAID,40.424516,-3.727415,5912,ES,Spain,EMEA,100058,ISSR_ES_145,ACQ_EMEA_501,Over-the-counter purchase at PharmaDirect Madrid (Madrid) — €43.53 — 23 Jan 2025.
TXN20250222000112,652.48,U000318,02:00:21,2025-02-22,GBP,Luxura Retail Manchester 094,Manchester,MGB00094,CREDIT,53.479113,-2.205379,5651,GB,United Kingdom,EMEA,100094,ISSR_GB_118,ACQ_EMEA_501,"In-store fashion purchase at Luxura Retail Manchester, Manchester — £652.48 on 22 Feb 2025."
TXN20250210000113,21.42,U000556,10:49:13,2025-02-10,AUD,QuickBite Sydney 075,Sydney,MAU00075,PREPAID,-33.905889,151.241015,5814,AU,Australia,APAC,100075,ISSR_AU_163,ACQ_APAC_703,A$21.42 food & beverage charge at QuickBite Sydney (Sydney) on 10 Feb 2025.
TXN20250312000114,133,U000258,13:07:33,2025-03-12,JPY,PharmaDirect Tokyo 032,Tokyo,MJP00032,CREDIT,35.698949,139.637218,5912,JP,Japan,APAC,100032,ISSR_JP_174,ACQ_APAC_703,Wellness & pharmacy: PharmaDirect Tokyo · Tokyo · ¥133 · 12 Mar 2025.
TXN20250118000115,1430.0,U000420,15:36:52,2025-01-18,INR,FinServe Online Mumbai 115,Mumbai,MIN00115,CREDIT,19.083167,72.880258,6012,IN,India,APAC,100115,ISSR_IN_302,ACQ_APAC_702,"Financial services payment to FinServe Online Mumbai (Mumbai) — INR1,430 on 18 Jan 2025. Ref: C89K8YQK94."
TXN20250322000116,4145.2,U000821,14:30:42,2025-03-22,CAD,EduPrime Vancouver 200,Vancouver,MCA00200,CREDIT,49.319128,-123.085043,8220,CA,Canada,NA,100200,ISSR_CA_214,ACQ_NA_403,"Education payment to EduPrime Vancouver, Vancouver — CA$4,145.20 on 22 Mar 2025. Invoice: IUU9K9XJ."
TXN20250323000117,1728.16,U000424,00:08:37,2025-03-23,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.838604,2.352406,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"€1,728.16 Credit payment at ElectroHub Paris electronics store, Paris."
TXN20250226000118,19.0,U000491,05:47:56,2025-02-26,INR,RideNow Mumbai 187,Mumbai,MIN00187,PREPAID,19.112527,72.915875,4121,IN,India,APAC,100187,ISSR_IN_302,ACQ_APAC_701,Ride & transport: RideNow Mumbai (Mumbai) — INR19 on 26 Feb 2025.
TXN20250109000119,424.43,U000621,05:35:27,2025-01-09,SGD,Luxura Retail Singapore 083,Singapore,MSG00083,CREDIT,1.313736,103.800576,5651,SG,Singapore,APAC,100083,ISSR_SG_158,ACQ_APAC_702,"In-store fashion purchase at Luxura Retail Singapore, Singapore — S$424.43 on 9 Jan 2025."
TXN20250311000120,154,U000251,00:50:34,2025-03-11,JPY,MarketSquare Tokyo 204,Tokyo,MJP00204,CREDIT,35.641013,139.651347,5311,JP,Japan,APAC,100204,ISSR_JP_174,ACQ_APAC_701,General retail: MarketSquare Tokyo · Tokyo · ¥154 · 11 Mar 2025. Ref: H25NSJ.
TXN20250113000121,37.0,U000135,00:23:09,2025-01-13,INR,MetroFuel Bengaluru 131,Bengaluru,MIN00131,DEBIT,12.976713,77.570782,5541,IN,India,APAC,100131,ISSR_IN_188,ACQ_APAC_702,"Fuel & convenience purchase at MetroFuel Bengaluru, Bengaluru — INR37 on 13 Jan 2025. Ref: J3R30M."
TXN20250329000122,11.44,U000490,20:57:38,2025-03-29,HKD,QuickBite Hong Kong 159,Hong Kong,MHK00159,DEBIT,22.338817,114.182764,5814,HK,Hong Kong,APAC,100159,ISSR_HK_294,ACQ_APAC_703,HKD11.44 food & beverage charge at QuickBite Hong Kong (Hong Kong) on 29 Mar 2025.
TXN20250201000123,313.22,U000040,04:58:54,2025-02-01,EUR,MarketSquare Madrid 041,Madrid,MES00041,DEBIT,40.451804,-3.742968,5311,ES,Spain,EMEA,100041,ISSR_ES_241,ACQ_EMEA_503,In-store purchase at MarketSquare Madrid (Madrid) — €313.22 — 1 Feb 2025.
TXN20250223000124,4557.4,U000660,18:01:52,2025-02-23,GBP,FinServe Online Manchester 001,Manchester,MGB00001,CREDIT,53.490104,-2.249069,6012,GB,United Kingdom,EMEA,100001,ISSR_GB_118,ACQ_EMEA_501,"Financial transaction at FinServe Online Manchester (Manchester) — £4,557.40 — 23 Feb 2025. Auth: 37DIA5."
TXN20250212000125,540.92,U000534,13:44:07,2025-02-12,EUR,Luxura Retail Berlin 181,Berlin,MDE00181,CREDIT,52.539311,13.408799,5651,DE,Germany,EMEA,100181,ISSR_DE_132,ACQ_EMEA_503,Retail clothing: Luxura Retail Berlin · Berlin · €540.92 · 12 Feb 2025. Ref: XEBB9E.
TXN20250313000126,13.0,U000672,08:44:03,2025-03-13,INR,StreamSphere Bengaluru 128,Bengaluru,MIN00128,PREPAID,12.987585,77.602287,4899,IN,India,APAC,100128,ISSR_IN_302,ACQ_APAC_703,INR13 deducted for StreamSphere Bengaluru digital subscription on 13 Mar 2025.
TXN20250218000127,18.09,U000026,20:23:47,2025-02-18,EUR,StreamSphere Amsterdam 169,Amsterdam,MNL00169,DEBIT,52.396329,4.924494,4899,NL,Netherlands,EMEA,100169,ISSR_NL_149,ACQ_EMEA_501,Monthly plan renewal: StreamSphere Amsterdam · €18.09 · 18 Feb 2025. Sub ref: V05X4W.
TXN20250118000128,5.77,U000257,16:16:38,2025-01-18,SGD,StreamSphere Singapore 050,Singapore,MSG00050,DEBIT,1.37391,103.786705,4899,SG,Singapore,APAC,100050,ISSR_SG_158,ACQ_APAC_702,Monthly plan renewal: StreamSphere Singapore · S$5.77 · 18 Jan 2025. Sub ref: BNP84D.
TXN20250326000129,31.02,U000449,01:00:18,2025-03-26,CAD,QuickBite Vancouver 156,Vancouver,MCA00156,DEBIT,49.320078,-123.152276,5814,CA,Canada,NA,100156,ISSR_CA_214,ACQ_NA_403,"Food & drink purchase at QuickBite Vancouver, Vancouver — CA$31.02 — 26 Mar 2025. Ref: 6XCJ88."
TXN20250309000130,49.67,U000529,04:05:17,2025-03-09,USD,PharmaDirect Chicago 124,Chicago,MUS00124,DEBIT,41.8751,-87.666692,5912,US,United States,NA,100124,ISSR_US_101,ACQ_NA_403,"Pharmacy purchase at PharmaDirect Chicago, Chicago — $49.67 on 9 Mar 2025."
TXN20250202000131,504.46,U000041,19:15:22,2025-02-02,SGD,CloudStay Singapore 189,Singapore,MSG00189,CREDIT,1.36458,103.847498,7011,SG,Singapore,APAC,100189,ISSR_SG_271,ACQ_APAC_701,Accommodation: CloudStay Singapore · Singapore · S$504.46 · 2 Feb 2025.
TXN20250209000132,36.38,U000135,02:24:15,2025-02-09,SGD,MediCare Plus Singapore 165,Singapore,MSG00165,CREDIT,1.348504,103.825676,8099,SG,Singapore,APAC,100165,ISSR_SG_158,ACQ_APAC_703,"Medical services at MediCare Plus Singapore, Singapore — S$36.38 on 9 Feb 2025."
TXN20250111000133,3390,U000276,12:35:49,2025-01-11,JPY,FinServe Online Tokyo 004,Tokyo,MJP00004,CREDIT,35.658281,139.614351,6012,JP,Japan,APAC,100004,ISSR_JP_174,ACQ_APAC_701,"¥3,390 cash-equivalent transaction via FinServe Online Tokyo, Tokyo, on 11 Jan 2025. Ref: J99T2D5EM2."
TXN20250211000134,4584.96,U000016,10:38:27,2025-02-11,EUR,EduPrime Madrid 175,Madrid,MES00175,CREDIT,40.432098,-3.677469,8220,ES,Spain,EMEA,100175,ISSR_ES_241,ACQ_EMEA_501,"Education payment to EduPrime Madrid, Madrid — €4,584.96 on 11 Feb 2025. Invoice: AJEPECQN."
TXN20250331000135,612.05,U000289,12:26:10,2025-03-31,EUR,ElectroHub Madrid 066,Madrid,MES00066,CREDIT,40.412496,-3.734472,5732,ES,Spain,EMEA,100066,ISSR_ES_241,ACQ_EMEA_502,"Electronics purchase at ElectroHub Madrid, Madrid — €612.05 via tap-to-pay on 31 Mar 2025."
TXN20250307000136,36.82,U000678,02:31:38,2025-03-07,EUR,RideNow Berlin 146,Berlin,MDE00146,PREPAID,52.503893,13.414219,4121,DE,Germany,EMEA,100146,ISSR_DE_238,ACQ_EMEA_501,Ride & transport: RideNow Berlin (Berlin) — €36.82 on 7 Mar 2025.
TXN20250301000137,69.89,U000438,14:48:07,2025-03-01,USD,FreshMart San Francisco 055,San Francisco,MUS00055,DEBIT,37.748151,-122.432162,5411,US,United States,NA,100055,ISSR_US_205,ACQ_NA_403,In-store grocery payment to FreshMart San Francisco in San Francisco for $69.89 on 1 Mar 2025.
TXN20250227000138,97.0,U000242,05:11:24,2025-02-27,INR,PharmaDirect Bengaluru 180,Bengaluru,MIN00180,CREDIT,13.005876,77.585005,5912,IN,India,APAC,100180,ISSR_IN_302,ACQ_APAC_702,Over-the-counter purchase at PharmaDirect Bengaluru (Bengaluru) — INR97 — 27 Feb 2025.
TXN20250323000139,74.24,U000830,17:30:46,2025-03-23,USD,UrbanTable New York 057,New York,MUS00057,PREPAID,40.682766,-74.044136,5812,US,United States,NA,100057,ISSR_US_319,ACQ_NA_401,"Food & drink purchase at UrbanTable New York, New York — $74.24 — 23 Mar 2025. Ref: 2EX5T5."
TXN20250214000140,48.03,U000619,16:07:23,2025-02-14,HKD,RideNow Hong Kong 151,Hong Kong,MHK00151,DEBIT,22.328633,114.197175,4121,HK,Hong Kong,APAC,100151,ISSR_HK_294,ACQ_APAC_703,Local transport: RideNow Hong Kong · Hong Kong · HKD48.03 · 14 Feb 2025. Ref: QIMQOD.
TXN20250306000141,826.0,U000083,05:32:25,2025-03-06,INR,ElectroHub Bengaluru 003,Bengaluru,MIN00003,DEBIT,12.962257,77.632458,5732,IN,India,APAC,100003,ISSR_IN_302,ACQ_APAC_701,"INR826 Debit payment at ElectroHub Bengaluru electronics store, Bengaluru."
TXN20250204000142,94.18,U000822,17:21:22,2025-02-04,GBP,MetroFuel London 168,London,MGB00168,DEBIT,51.498912,-0.108616,5541,GB,United Kingdom,EMEA,100168,ISSR_GB_118,ACQ_EMEA_501,£94.18 Debit payment at MetroFuel London (London) fuel station.
TXN20250112000143,22.95,U000105,07:23:09,2025-01-12,AED,FreshMart Dubai 170,Dubai,MAE00170,DEBIT,25.191276,55.279265,5411,AE,United Arab Emirates,MEA,100170,ISSR_AE_152,ACQ_MEA_601,AED22.95 charged to your Debit card at FreshMart Dubai (Dubai) on 12 Jan 2025. Ref: 5Z8VMUHX.
TXN20250116000144,4430.62,U000314,00:43:04,2025-01-16,EUR,EduPrime Madrid 107,Madrid,MES00107,CREDIT,40.404436,-3.669608,8220,ES,Spain,EMEA,100107,ISSR_ES_145,ACQ_EMEA_501,"Education payment to EduPrime Madrid, Madrid — €4,430.62 on 16 Jan 2025. Invoice: 4MUEKIPU."
TXN20250116000145,4954.17,U000357,13:29:39,2025-01-16,CAD,EduPrime Vancouver 200,Vancouver,MCA00200,PREPAID,49.242823,-123.139476,8220,CA,Canada,NA,100200,ISSR_CA_214,ACQ_NA_403,"Tuition/course fee: EduPrime Vancouver · Vancouver · CA$4,954.17 · 16 Jan 2025."
TXN20250119000146,256.43,U000489,08:54:30,2025-01-19,USD,ElectroHub New York 086,New York,MUS00086,CREDIT,40.673306,-74.027822,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,"$256.43 Credit payment at ElectroHub New York electronics store, New York."
TXN20250215000147,57.08,U000821,08:23:45,2025-02-15,EUR,MetroFuel Berlin 155,Berlin,MDE00155,DEBIT,52.486021,13.39006,5541,DE,Germany,EMEA,100155,ISSR_DE_238,ACQ_EMEA_502,Petrol station charge: MetroFuel Berlin · Berlin · €57.08 · 15 Feb 2025.
TXN20250315000148,65.11,U000782,23:23:47,2025-03-15,SGD,FreshMart Singapore 173,Singapore,MSG00173,DEBIT,1.364445,103.799433,5411,SG,Singapore,APAC,100173,ISSR_SG_271,ACQ_APAC_703,"Grocery purchase at FreshMart Singapore, Singapore — S$65.11 via chip & PIN on 15 Mar 2025."
TXN20250325000149,873.96,U000411,14:01:43,2025-03-25,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.836025,2.387448,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"Electronics purchase at ElectroHub Paris, Paris — €873.96 via online on 25 Mar 2025."
TXN20250227000150,12.45,U000285,21:25:18,2025-02-27,CAD,QuickBite Vancouver 156,Vancouver,MCA00156,CREDIT,49.249942,-123.132936,5814,CA,Canada,NA,100156,ISSR_CA_214,ACQ_NA_403,"Food & drink purchase at QuickBite Vancouver, Vancouver — CA$12.45 — 27 Feb 2025. Ref: KHEJLA."
TXN20250304000151,268.04,U000129,17:22:55,2025-03-04,AUD,MarketSquare Sydney 089,Sydney,MAU00089,CREDIT,-33.861093,151.213271,5311,AU,Australia,APAC,100089,ISSR_AU_276,ACQ_APAC_702,In-store purchase at MarketSquare Sydney (Sydney) — A$268.04 — 4 Mar 2025.
TXN20250112000152,39.12,U000055,16:01:03,2025-01-12,AUD,RideNow Melbourne 186,Melbourne,MAU00186,DEBIT,-37.815485,144.930217,4121,AU,Australia,APAC,100186,ISSR_AU_276,ACQ_APAC_702,Local transport: RideNow Melbourne · Melbourne · A$39.12 · 12 Jan 2025. Ref: 5BA75U.
TXN20250309000153,11,U000836,07:38:32,2025-03-09,JPY,StreamSphere Tokyo 215,Tokyo,MJP00215,CREDIT,35.683329,139.614564,4899,JP,Japan,APAC,100215,ISSR_JP_287,ACQ_APAC_703,¥11 deducted for StreamSphere Tokyo digital subscription on 9 Mar 2025.
TXN20250330000154,13,U000656,10:35:22,2025-03-30,JPY,QuickBite Tokyo 121,Tokyo,MJP00121,DEBIT,35.70963,139.655278,5814,JP,Japan,APAC,100121,ISSR_JP_174,ACQ_APAC_703,¥13 food & beverage charge at QuickBite Tokyo (Tokyo) on 30 Mar 2025.
TXN20250325000155,294.84,U000584,07:16:38,2025-03-25,SGD,MediCare Plus Singapore 165,Singapore,MSG00165,CREDIT,1.337061,103.813972,8099,SG,Singapore,APAC,100165,ISSR_SG_158,ACQ_APAC_703,S$294.84 charged for health & medical services at MediCare Plus Singapore (Singapore) on 25 Mar 2025.
TXN20250214000156,50.99,U000769,19:54:18,2025-02-14,AUD,PharmaDirect Melbourne 105,Melbourne,MAU00105,CREDIT,-37.784263,144.973861,5912,AU,Australia,APAC,100105,ISSR_AU_163,ACQ_APAC_703,"A$50.99 Credit payment at PharmaDirect Melbourne pharmacy, Melbourne."
TXN20250312000157,56.13,U000677,02:47:24,2025-03-12,USD,PharmaDirect Chicago 124,Chicago,MUS00124,DEBIT,41.87949,-87.662316,5912,US,United States,NA,100124,ISSR_US_101,ACQ_NA_403,Wellness & pharmacy: PharmaDirect Chicago · Chicago · $56.13 · 12 Mar 2025.
TXN20250121000158,1642.45,U000385,10:00:05,2025-01-21,GBP,FinServe Online Manchester 027,Manchester,MGB00027,DEBIT,53.466258,-2.232686,6012,GB,United Kingdom,EMEA,100027,ISSR_GB_118,ACQ_EMEA_502,"Financial transaction at FinServe Online Manchester (Manchester) — £1,642.45 — 21 Jan 2025. Auth: IFHV1X."
TXN20250120000159,78,U000071,00:03:47,2025-01-20,JPY,RideNow Osaka 049,Osaka,MJP00049,PREPAID,34.661326,135.541554,4121,JP,Japan,APAC,100049,ISSR_JP_174,ACQ_APAC_702,"¥78 transport payment via RideNow Osaka, Osaka, on 20 Jan 2025."
TXN20250208000160,41.39,U000811,02:43:24,2025-02-08,EUR,FreshMart Berlin 071,Berlin,MDE00071,DEBIT,52.486959,13.429078,5411,DE,Germany,EMEA,100071,ISSR_DE_132,ACQ_EMEA_503,"Grocery purchase at FreshMart Berlin, Berlin — €41.39 via chip & PIN on 8 Feb 2025."
TXN20250111000161,23.0,U000635,20:47:11,2025-01-11,INR,FreshMart Bengaluru 021,Bengaluru,MIN00021,CREDIT,12.938517,77.564947,5411,IN,India,APAC,100021,ISSR_IN_188,ACQ_APAC_703,"Grocery purchase at FreshMart Bengaluru, Bengaluru — INR23 via contactless on 11 Jan 2025."
TXN20250320000162,24.71,U000837,06:54:53,2025-03-20,USD,QuickBite New York 040,New York,MUS00040,PREPAID,40.715735,-74.001887,5814,US,United States,NA,100040,ISSR_US_205,ACQ_NA_401,"Food & drink purchase at QuickBite New York, New York — $24.71 — 20 Mar 2025. Ref: 6UGVS8."
TXN20250304000163,1115.71,U000268,08:34:34,2025-03-04,GBP,FinServe Online Manchester 141,Manchester,MGB00141,PREPAID,53.490511,-2.218531,6012,GB,United Kingdom,EMEA,100141,ISSR_GB_224,ACQ_EMEA_501,"Fund transfer / payment: FinServe Online Manchester · Manchester · £1,115.71 · 4 Mar 2025."
TXN20250226000164,4608.46,U000696,19:26:40,2025-02-26,EUR,EduPrime Amsterdam 161,Amsterdam,MNL00161,CREDIT,52.329181,4.932284,8220,NL,Netherlands,EMEA,100161,ISSR_NL_255,ACQ_EMEA_503,"€4,608.46 charged by EduPrime Amsterdam (Amsterdam) for educational services on 26 Feb 2025."
TXN20250122000165,495,U000405,13:24:10,2025-01-22,JPY,MediCare Plus Osaka 162,Osaka,MJP00162,CREDIT,34.669819,135.485681,8099,JP,Japan,APAC,100162,ISSR_JP_174,ACQ_APAC_703,¥495 charged for health & medical services at MediCare Plus Osaka (Osaka) on 22 Jan 2025.
TXN20250222000166,5835.74,U000665,06:26:52,2025-02-22,EUR,EduPrime Madrid 175,Madrid,MES00175,CREDIT,40.414682,-3.665389,8220,ES,Spain,EMEA,100175,ISSR_ES_241,ACQ_EMEA_501,"Education payment to EduPrime Madrid, Madrid — €5,835.74 on 22 Feb 2025. Invoice: CX7LXXEZ."
TXN20250118000167,36.36,U000275,22:48:54,2025-01-18,AUD,QuickBite Sydney 075,Sydney,MAU00075,DEBIT,-33.866368,151.228139,5814,AU,Australia,APAC,100075,ISSR_AU_163,ACQ_APAC_703,"Dining at QuickBite Sydney, Sydney — A$36.36 via ATM withdrawal on 18 Jan 2025."
