tran_sequence_number,Transaction_Amount,transaction_currency_code,card_type,ICA_code,issr_id,acquirer_id,transaction_date,transaction_time,transaction_narration
TXN20250130000087,19.87,USD,PREPAID,100059,ISSR_US_101,ACQ_NA_401,2025-01-30,18:50:54,"This transaction was a micro prepaid card payment of 19.87 USD at RideNow Chicago 059, a ride-hailing and local transport merchant in Chicago, US, within the NA region. It took place on 2025-01-30 during evening weekday hours and can be described as prepaid instrument."
TXN20250317000088,1201.58,CAD,PREPAID,100194,ISSR_CA_214,ACQ_NA_401,2025-03-17,13:17:37,"This transaction was a high-value prepaid card payment of 1201.58 CAD at EduPrime Vancouver 194, a education services merchant in Vancouver, CA, within the NA region. It took place on 2025-03-17 during afternoon weekday hours and can be described as high-value, prepaid instrument."
TXN20250308000089,616.72,GBP,CREDIT,100145,ISSR_GB_224,ACQ_EMEA_502,2025-03-08,12:55:34,"This transaction was a high-value credit card payment of 616.72 GBP at ElectroHub London 145, a consumer electronics merchant in London, GB, within the EMEA region. It took place on 2025-03-08 during afternoon weekend hours and can be described as high-value, premium electronics, weekend spend."
TXN20250203000090,17.4,GBP,CREDIT,100046,ISSR_GB_118,ACQ_EMEA_503,2025-02-03,05:36:56,"This transaction was a micro credit card payment of 17.4 GBP at StreamSphere Manchester 046, a digital subscription services merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-03 during late-night weekday hours and can be described as digital recurring, late-night activity."
TXN20250330000091,43.95,USD,DEBIT,100059,ISSR_US_101,ACQ_NA_401,2025-03-30,08:25:21,"This transaction was a small-ticket debit card payment of 43.95 USD at RideNow Chicago 059, a ride-hailing and local transport merchant in Chicago, US, within the NA region. It took place on 2025-03-30 during morning weekend hours and can be described as weekend spend."
TXN20250109000092,13.5,SGD,CREDIT,100070,ISSR_SG_271,ACQ_APAC_703,2025-01-09,02:19:05,"This transaction was a micro credit card payment of 13.5 SGD at StreamSphere Singapore 070, a digital subscription services merchant in Singapore, SG, within the APAC region. It took place on 2025-01-09 during late-night weekday hours and can be described as digital recurring, late-night activity."
TXN20250202000093,181.09,GBP,DEBIT,100043,ISSR_GB_118,ACQ_EMEA_503,2025-02-02,16:15:08,"This transaction was a mid-value debit card payment of 181.09 GBP at PharmaDirect London 043, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-02-02 during afternoon weekend hours and can be described as weekend spend."
TXN20250211000094,3480.82,CAD,PREPAID,100016,ISSR_CA_110,ACQ_NA_402,2025-02-11,04:06:55,"This transaction was a very high-value prepaid card payment of 3480.82 CAD at FinServe Online Vancouver 016, a financial services merchant in Vancouver, CA, within the NA region. It took place on 2025-02-11 during late-night weekday hours and can be described as very high-value, cash-like financial services, prepaid instrument, late-night activity."
TXN20250101000095,107.79,CAD,CREDIT,100143,ISSR_CA_214,ACQ_NA_403,2025-01-01,02:13:37,"This transaction was a mid-value credit card payment of 107.79 CAD at PharmaDirect Vancouver 143, a pharmacy and wellness merchant in Vancouver, CA, within the NA region. It took place on 2025-01-01 during late-night weekday hours and can be described as late-night activity."
TXN20250113000096,21.97,HKD,DEBIT,100159,ISSR_HK_294,ACQ_APAC_703,2025-01-13,12:18:33,"This transaction was a small-ticket debit card payment of 21.97 HKD at QuickBite Hong Kong 159, a quick service dining merchant in Hong Kong, HK, within the APAC region. It took place on 2025-01-13 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250122000097,780.93,EUR,CREDIT,100092,ISSR_ES_241,ACQ_EMEA_501,2025-01-22,22:08:09,"This transaction was a high-value credit card payment of 780.93 EUR at Luxura Retail Madrid 092, a fashion retail merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-22 during late-night weekday hours and can be described as high-value."
TXN20250112000098,1514.44,EUR,CREDIT,100192,ISSR_FR_229,ACQ_EMEA_501,2025-01-12,06:06:03,"This transaction was a high-value credit card payment of 1514.44 EUR at EduPrime Paris 192, a education services merchant in Paris, FR, within the EMEA region. It took place on 2025-01-12 during morning weekend hours and can be described as high-value, weekend spend."
TXN20250117000099,815.44,USD,CREDIT,100079,ISSR_US_101,ACQ_NA_401,2025-01-17,09:37:13,"This transaction was a high-value credit card payment of 815.44 USD at SkyJet Travel Chicago 079, a air travel merchant in Chicago, US, within the NA region. It took place on 2025-01-17 during morning weekday hours and can be described as high-value, travel-related."
TXN20250322000100,305.43,EUR,CREDIT,100167,ISSR_NL_255,ACQ_EMEA_502,2025-03-22,04:22:04,"This transaction was a mid-value credit card payment of 305.43 EUR at FinServe Online Amsterdam 167, a financial services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-22 during late-night weekend hours and can be described as cash-like financial services, late-night activity, weekend spend."
TXN20250324000101,174.0,INR,CREDIT,100021,ISSR_IN_188,ACQ_APAC_703,2025-03-24,17:24:45,"This transaction was a mid-value credit card payment of 174.0 INR at FreshMart Bengaluru 021, a grocery retail merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-24 during evening weekday hours and can be described as everyday consumer spend."
TXN20250317000102,4286.19,EUR,DEBIT,100167,ISSR_NL_255,ACQ_EMEA_502,2025-03-17,19:06:38,"This transaction was a very high-value debit card payment of 4286.19 EUR at FinServe Online Amsterdam 167, a financial services merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-03-17 during evening weekday hours and can be described as very high-value, cash-like financial services."
TXN20250120000103,122.8,SGD,PREPAID,100033,ISSR_SG_158,ACQ_APAC_703,2025-01-20,13:35:47,"This transaction was a mid-value prepaid card payment of 122.8 SGD at UrbanTable Singapore 033, a restaurant dining merchant in Singapore, SG, within the APAC region. It took place on 2025-01-20 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250302000104,1229.95,CAD,CREDIT,100099,ISSR_CA_110,ACQ_NA_403,2025-03-02,08:25:47,"This transaction was a high-value credit card payment of 1229.95 CAD at Luxura Retail Vancouver 099, a fashion retail merchant in Vancouver, CA, within the NA region. It took place on 2025-03-02 during morning weekend hours and can be described as high-value, weekend spend."
TXN20250105000105,36.45,EUR,DEBIT,100146,ISSR_DE_238,ACQ_EMEA_501,2025-01-05,16:09:39,"This transaction was a small-ticket debit card payment of 36.45 EUR at RideNow Berlin 146, a ride-hailing and local transport merchant in Berlin, DE, within the EMEA region. It took place on 2025-01-05 during afternoon weekend hours and can be described as weekend spend."
TXN20250213000106,176.41,EUR,CREDIT,100109,ISSR_NL_149,ACQ_EMEA_501,2025-02-13,11:35:05,"This transaction was a mid-value credit card payment of 176.41 EUR at FreshMart Amsterdam 109, a grocery retail merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-13 during morning weekday hours and can be described as everyday consumer spend."
TXN20250224000107,73.53,EUR,CREDIT,100109,ISSR_NL_149,ACQ_EMEA_501,2025-02-24,07:04:27,"This transaction was a small-ticket credit card payment of 73.53 EUR at FreshMart Amsterdam 109, a grocery retail merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-24 during morning weekday hours and can be described as everyday consumer spend."
TXN20250303000108,347.26,CAD,CREDIT,100063,ISSR_CA_214,ACQ_NA_401,2025-03-03,06:27:29,"This transaction was a mid-value credit card payment of 347.26 CAD at CloudStay Toronto 063, a lodging and hospitality merchant in Toronto, CA, within the NA region. It took place on 2025-03-03 during morning weekday hours and can be described as travel-related."
TXN20250323000109,300.78,USD,CREDIT,100023,ISSR_US_205,ACQ_NA_403,2025-03-23,23:38:03,"This transaction was a mid-value credit card payment of 300.78 USD at MediCare Plus Chicago 023, a healthcare services merchant in Chicago, US, within the NA region. It took place on 2025-03-23 during late-night weekend hours and can be described as weekend spend."
TXN20250124000110,99.19,CAD,DEBIT,100068,ISSR_CA_110,ACQ_NA_401,2025-01-24,17:13:14,"This transaction was a small-ticket debit card payment of 99.19 CAD at PharmaDirect Vancouver 068, a pharmacy and wellness merchant in Vancouver, CA, within the NA region. It took place on 2025-01-24 during evening weekday hours and can be described as everyday consumer spend."
TXN20250123000111,43.53,EUR,PREPAID,100058,ISSR_ES_145,ACQ_EMEA_501,2025-01-23,16:00:21,"This transaction was a small-ticket prepaid card payment of 43.53 EUR at PharmaDirect Madrid 058, a pharmacy and wellness merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-23 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250222000112,652.48,GBP,CREDIT,100094,ISSR_GB_118,ACQ_EMEA_501,2025-02-22,02:00:21,"This transaction was a high-value credit card payment of 652.48 GBP at Luxura Retail Manchester 094, a fashion retail merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-22 during late-night weekend hours and can be described as high-value, late-night activity, weekend spend."
TXN20250210000113,21.42,AUD,PREPAID,100075,ISSR_AU_163,ACQ_APAC_703,2025-02-10,10:49:13,"This transaction was a small-ticket prepaid card payment of 21.42 AUD at QuickBite Sydney 075, a quick service dining merchant in Sydney, AU, within the APAC region. It took place on 2025-02-10 during morning weekday hours and can be described as prepaid instrument."
TXN20250312000114,133,JPY,CREDIT,100032,ISSR_JP_174,ACQ_APAC_703,2025-03-12,13:07:33,"This transaction was a mid-value credit card payment of 133 JPY at PharmaDirect Tokyo 032, a pharmacy and wellness merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-12 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250118000115,1430.0,INR,CREDIT,100115,ISSR_IN_302,ACQ_APAC_702,2025-01-18,15:36:52,"This transaction was a high-value credit card payment of 1430.0 INR at FinServe Online Mumbai 115, a financial services merchant in Mumbai, IN, within the APAC region. It took place on 2025-01-18 during afternoon weekend hours and can be described as high-value, cash-like financial services, weekend spend."
TXN20250322000116,4145.2,CAD,CREDIT,100200,ISSR_CA_214,ACQ_NA_403,2025-03-22,14:30:42,"This transaction was a very high-value credit card payment of 4145.2 CAD at EduPrime Vancouver 200, a education services merchant in Vancouver, CA, within the NA region. It took place on 2025-03-22 during afternoon weekend hours and can be described as very high-value, weekend spend."
TXN20250323000117,1728.16,EUR,CREDIT,100042,ISSR_FR_229,ACQ_EMEA_502,2025-03-23,00:08:37,"This transaction was a high-value credit card payment of 1728.16 EUR at ElectroHub Paris 042, a consumer electronics merchant in Paris, FR, within the EMEA region. It took place on 2025-03-23 during late-night weekend hours and can be described as high-value, premium electronics, late-night activity, weekend spend."
TXN20250226000118,19.0,INR,PREPAID,100187,ISSR_IN_302,ACQ_APAC_701,2025-02-26,05:47:56,"This transaction was a micro prepaid card payment of 19.0 INR at RideNow Mumbai 187, a ride-hailing and local transport merchant in Mumbai, IN, within the APAC region. It took place on 2025-02-26 during late-night weekday hours and can be described as prepaid instrument, late-night activity."
TXN20250109000119,424.43,SGD,CREDIT,100083,ISSR_SG_158,ACQ_APAC_702,2025-01-09,05:35:27,"This transaction was a mid-value credit card payment of 424.43 SGD at Luxura Retail Singapore 083, a fashion retail merchant in Singapore, SG, within the APAC region. It took place on 2025-01-09 during late-night weekday hours and can be described as late-night activity."
TXN20250311000120,154,JPY,CREDIT,100204,ISSR_JP_174,ACQ_APAC_701,2025-03-11,00:50:34,"This transaction was a mid-value credit card payment of 154 JPY at MarketSquare Tokyo 204, a general retail merchant in Tokyo, JP, within the APAC region. It took place on 2025-03-11 during late-night weekday hours and can be described as late-night activity."
TXN20250113000121,37.0,INR,DEBIT,100131,ISSR_IN_188,ACQ_APAC_702,2025-01-13,00:23:09,"This transaction was a small-ticket debit card payment of 37.0 INR at MetroFuel Bengaluru 131, a fuel and convenience merchant in Bengaluru, IN, within the APAC region. It took place on 2025-01-13 during late-night weekday hours and can be described as late-night activity."
TXN20250329000122,11.44,HKD,DEBIT,100159,ISSR_HK_294,ACQ_APAC_703,2025-03-29,20:57:38,"This transaction was a micro debit card payment of 11.44 HKD at QuickBite Hong Kong 159, a quick service dining merchant in Hong Kong, HK, within the APAC region. It took place on 2025-03-29 during evening weekend hours and can be described as weekend spend."
